program,source,type,size,bits,hdr.ipv4.total_len,hdr.ipv4.protocol,hdr.ipv4.flags[1:1],hdr.ipv4.ttl,meta.srcPort,meta.dstPort,meta.flag[2:2],meta.flag[1:1],tcam_used,tcam_total,tcam_percent,tcam_fraction,sram_used,sram_total,sram_percent,sram_fraction
combo_02070_letettte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02071_letetttt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02072_letetree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02073_letetret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02074_letetrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02075_letetrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02076_letereee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02077_letereet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02078_leterete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02079_leterett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02080_letertee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02081_letertet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02082_letertte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02083_leterttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02084_leterree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02085_leterret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02086_leterrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02087_leterrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02088_letteeee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02089_letteeet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02090_letteete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02091_letteett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02092_lettetee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02093_lettetet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02094_lettette_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02095_lettettt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02096_letteree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02097_letteret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02098_letterte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02099_lettertt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02100_lettteee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02101_lettteet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02102_letttete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02103_letttett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02104_lettttee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02105_lettttet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02106_lettttte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02107_letttttt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02108_letttree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02109_letttret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02110_letttrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02111_letttrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02112_lettreee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02113_lettreet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02114_lettrete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02115_lettrett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02116_lettrtee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02117_lettrtet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02118_lettrtte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02119_lettrttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02120_lettrree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02121_lettrret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02122_lettrrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02123_lettrrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02124_letreeee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02125_letreeet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02126_letreete_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02127_letreett_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02128_letretee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02129_letretet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02130_letrette_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02131_letrettt_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02132_letreree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02133_letreret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02134_letrerte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02135_letrertt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02136_letrteee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02137_letrteet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02138_letrtete_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02139_letrtett_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02140_letrttee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02141_letrttet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02142_letrttte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02143_letrtttt_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02144_letrtree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02145_letrtret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02146_letrtrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02147_letrtrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02148_letrreee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02149_letrreet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02150_letrrete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02151_letrrett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02152_letrrtee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02153_letrrtet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02154_letrrtte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02155_letrrttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02156_letrrree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02157_letrrret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02158_letrrrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02159_letrrrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02160_lteeeeee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02161_lteeeeet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02162_lteeeete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02163_lteeeett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02164_lteeetee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02165_lteeetet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02166_lteeette_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02167_lteeettt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02168_lteeeree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02169_lteeeret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02170_lteeerte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02171_lteeertt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02172_lteeteee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02173_lteeteet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02174_lteetete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02175_lteetett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02176_lteettee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02177_lteettet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02178_lteettte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02179_lteetttt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02180_lteetree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02181_lteetret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02182_lteetrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02183_lteetrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02184_lteereee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02185_lteereet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02186_lteerete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02187_lteerett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02188_lteertee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02189_lteertet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02190_lteertte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02191_lteerttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02192_lteerree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02193_lteerret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02194_lteerrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02195_lteerrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02196_lteteeee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02197_lteteeet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02198_lteteete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02199_lteteett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02200_ltetetee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02201_ltetetet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02202_ltetette_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02203_ltetettt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02204_lteteree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02205_lteteret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02206_lteterte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02207_ltetertt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02208_ltetteee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02209_ltetteet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02210_ltettete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02211_ltettett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02212_ltetttee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02213_ltetttet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02214_ltetttte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02215_ltettttt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02216_ltettree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02217_ltettret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02218_ltettrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02219_ltettrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02220_ltetreee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02221_ltetreet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02222_ltetrete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02223_ltetrett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02224_ltetrtee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02225_ltetrtet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02226_ltetrtte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02227_ltetrttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02228_ltetrree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02229_ltetrret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02230_ltetrrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02231_ltetrrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02232_ltereeee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02233_ltereeet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02234_ltereete_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02235_ltereett_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02236_lteretee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02237_lteretet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02238_lterette_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02239_lterettt_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02240_ltereree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02241_ltereret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02242_ltererte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02243_lterertt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02244_lterteee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02245_lterteet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02246_ltertete_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02247_ltertett_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02248_lterttee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02249_lterttet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02250_lterttte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02251_ltertttt_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_02252_ltertree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02253_ltertret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02254_ltertrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02255_ltertrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02256_lterreee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02257_lterreet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02258_lterrete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02259_lterrett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02260_lterrtee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02261_lterrtet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02262_lterrtte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02263_lterrttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02264_lterrree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02265_lterrret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02266_lterrrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02267_lterrrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02268_ltteeeee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02269_ltteeeet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02270_ltteeete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02271_ltteeett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02272_ltteetee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02273_ltteetet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02274_ltteette_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02275_ltteettt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02276_ltteeree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02277_ltteeret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02278_ltteerte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02279_ltteertt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02280_ltteteee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02281_ltteteet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02282_lttetete_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02283_lttetett_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02284_lttettee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02285_lttettet_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02286_lttettte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02287_lttetttt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_02288_lttetree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02289_lttetret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02290_lttetrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02291_lttetrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02292_lttereee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02293_lttereet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02294_ltterete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02295_ltterett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02296_lttertee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02297_lttertet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_02298_lttertte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
