program,source,type,size,bits,hdr.ipv4.total_len,hdr.ipv4.protocol,hdr.ipv4.flags[1:1],hdr.ipv4.ttl,meta.srcPort,meta.dstPort,meta.flag[2:2],meta.flag[1:1],tcam_used,tcam_total,tcam_percent,tcam_fraction,sram_used,sram_total,sram_percent,sram_fraction
combo_05264_trtelree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05265_trtelret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05266_trtelrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05267_trtelrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05268_trttleee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05269_trttleet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05270_trttlete_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05271_trttlett_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05272_trttltee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05273_trttltet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05274_trttltte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05275_trttlttt_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05276_trttlree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05277_trttlret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05278_trttlrte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05279_trttlrtt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05280_trtrleee_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05281_trtrleet_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05282_trtrlete_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05283_trtrlett_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05284_trtrltee_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05288_trtrlree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05304_reetleee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05342_rettlete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05343_rettlett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05358_retrltte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05360_retrlree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05361_retrlret_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05378_rtetlete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05396_rterlree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05425_rttrleet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05438_rreelete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05456_rretlree_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05474_rrtelete_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05475_rrtelett_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05477_rrteltet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05479_rrtelttt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05484_rrttleee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05497_rrtrleet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05501_rrtrltet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05504_rrtrlree_size_1500,new,ranges,1500,,,,,,,,,,32,288,11.11%,32/288,2,960,0.21%,2/960
combo_05529_eeetrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05555_eeterltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05562_eetttlte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_05572_eetrtlee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05610_etertlte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05626_etterlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05644_ettrtlee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05659_ereetltt_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05660_ereerlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05663_ereerltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05675_eretrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05694_ertetlte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05710_erttrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05714_ertrelte_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05723_ertrrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05739_teeteltt_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_05750_teerelte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05760_teteelee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_05798_tteeelte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_05807_tteerltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05810_ttetelte_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_05819_ttetrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05844_ttttelee_size_1500,new,ranges,1500,,,,,,,,,,6,288,2.08%,6/288,1,960,0.10%,1/960
combo_05860_tttrtlee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05868_treeelee_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05893_trerelet_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05895_trereltt_size_1500,new,ranges,1500,,,,,,,,,,15,288,5.21%,15/288,1,960,0.10%,1/960
combo_05903_trerrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05910_trtetlte_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05917_trttelet_size_1500,new,ranges,1500,,,,,,,,,,10,288,3.47%,10/288,1,960,0.10%,1/960
combo_05924_trttrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05960_reetrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05962_reetrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05964_reerelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05972_reerrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05982_retetlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_05990_rettelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06000_retrelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06001_retrelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06002_retrelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06003_retreltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06004_retrtlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06005_retrtlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06006_retrtlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06007_retrtltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06008_retrrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06009_retrrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06010_retrrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06011_retrrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06012_rteeelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06013_rteeelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06014_rteeelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06015_rteeeltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06016_rteetlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06017_rteetlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06018_rteetlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06019_rteetltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06020_rteerlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06021_rteerlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06022_rteerlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06023_rteerltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06024_rtetelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06025_rtetelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06026_rtetelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06027_rteteltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06028_rtettlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06029_rtettlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06030_rtettlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06031_rtettltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06032_rtetrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06033_rtetrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06034_rtetrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06035_rtetrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06036_rterelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06037_rterelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06038_rterelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06039_rtereltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06040_rtertlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06041_rtertlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06042_rtertlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06043_rtertltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06044_rterrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06045_rterrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06046_rterrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06047_rterrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06048_rtteelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06049_rtteelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06050_rtteelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06051_rtteeltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06052_rttetlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06053_rttetlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06054_rttetlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06055_rttetltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06056_rtterlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06057_rtterlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06058_rtterlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06059_rtterltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06060_rtttelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06061_rtttelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06062_rtttelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06063_rttteltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06064_rttttlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06065_rttttlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06066_rttttlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06067_rttttltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06068_rtttrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06069_rtttrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06070_rtttrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06071_rtttrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06072_rttrelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06073_rttrelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06074_rttrelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06075_rttreltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06076_rttrtlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06077_rttrtlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06078_rttrtlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06079_rttrtltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06080_rttrrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06081_rttrrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06082_rttrrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06083_rttrrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06084_rreeelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06085_rreeelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06086_rreeelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06087_rreeeltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06088_rreetlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06089_rreetlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06090_rreetlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06091_rreetltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06092_rreerlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06093_rreerlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06094_rreerlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06095_rreerltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06096_rretelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06097_rretelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06098_rretelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06099_rreteltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06100_rrettlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06101_rrettlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06102_rrettlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06103_rrettltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06104_rretrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06105_rretrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06106_rretrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06107_rretrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06108_rrerelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06109_rrerelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06110_rrerelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06111_rrereltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06112_rrertlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06113_rrertlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06114_rrertlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06115_rrertltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06116_rrerrlee_size_1500,new,ranges,1500,,,,,,,,,,32,288,11.11%,32/288,2,960,0.21%,2/960
combo_06117_rrerrlet_size_1500,new,ranges,1500,,,,,,,,,,32,288,11.11%,32/288,2,960,0.21%,2/960
combo_06118_rrerrlte_size_1500,new,ranges,1500,,,,,,,,,,32,288,11.11%,32/288,2,960,0.21%,2/960
combo_06119_rrerrltt_size_1500,new,ranges,1500,,,,,,,,,,32,288,11.11%,32/288,2,960,0.21%,2/960
combo_06120_rrteelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06121_rrteelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06122_rrteelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06123_rrteeltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06124_rrtetlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06125_rrtetlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06126_rrtetlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06127_rrtetltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06128_rrterlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06129_rrterlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06130_rrterlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06131_rrterltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06132_rrttelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06133_rrttelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06134_rrttelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06135_rrtteltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06136_rrtttlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06137_rrtttlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06138_rrtttlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06139_rrtttltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06140_rrttrlee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06141_rrttrlet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06142_rrttrlte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06143_rrttrltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06144_rrtrelee_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06145_rrtrelet_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06146_rrtrelte_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
combo_06147_rrtreltt_size_1500,new,ranges,1500,,,,,,,,,,24,288,8.33%,24/288,1,960,0.10%,1/960
