p4_file,table_size,exact_count,wildcard_count,table_memory_estimate_bytes,
2_1_1_2_1_0_1_0_7052.p4,7052,2,6,197456,
2_0_0_0_2_0_1_1_4551.p4,4551,4,4,127428,
1_2_1_1_2_1_1_1_1062.p4,1062,0,8,29736,
0_1_1_2_0_1_0_0_1162.p4,1162,4,4,32536,
0_2_0_2_2_1_1_1_7666.p4,7666,2,6,214648,
2_0_1_0_0_0_1_0_5254.p4,5254,5,3,147112,
2_0_1_1_1_1_0_1_1842.p4,1842,2,6,51576,
1_2_0_0_0_2_0_0_7863.p4,7863,5,3,220164,
1_1_1_0_2_0_0_1_1392.p4,1392,3,5,38976,
0_0_3_0_0_0_0_0_5231.p4,5231,7,0,120313,
2_0_0_0_0_0_0_0_382.p4,382,7,1,10696,
1_0_1_2_1_0_1_1_2719.p4,2719,2,6,76132,
1_1_1_2_0_2_0_1_3196.p4,3196,2,6,89488,
2_0_0_0_0_0_0_1_3789.p4,3789,6,2,106092,
2_1_1_2_2_0_0_1_7404.p4,7404,2,6,207312,
2_0_0_2_2_0_0_1_5343.p4,5343,4,4,149604,
2_1_1_1_2_1_1_1_5283.p4,5283,0,8,147924,
0_1_0_0_1_1_1_1_1738.p4,1738,3,5,48664,
1_1_1_2_1_0_1_1_7170.p4,7170,1,7,200760,
2_0_0_1_0_2_0_1_6395.p4,6395,4,4,179060,
0_1_0_1_0_1_0_1_6868.p4,6868,4,4,192304,
2_0_0_2_2_0_1_1_5804.p4,5804,3,5,162512,
1_0_1_2_1_1_1_0_1760.p4,1760,2,6,49280,
2_0_1_1_1_0_1_1_1398.p4,1398,2,6,39144,
1_0_0_0_0_2_1_1_1182.p4,1182,4,4,33096,
0_1_1_0_2_2_1_1_1375.p4,1375,2,6,38500,
2_0_0_1_0_0_1_0_3601.p4,3601,5,3,100828,
0_2_0_2_2_2_0_1_4507.p4,4507,3,5,126196,
1_0_1_1_2_2_1_0_6804.p4,6804,2,6,190512,
1_2_0_0_2_0_1_1_2946.p4,2946,3,5,82488,
1_0_0_1_2_0_1_1_6981.p4,6981,3,5,195468,
2_0_1_2_2_2_0_0_7042.p4,7042,3,5,197176,
2_0_0_1_1_0_1_0_6038.p4,6038,4,4,169064,
1_2_0_1_1_1_1_0_2596.p4,2596,2,6,72688,
2_2_1_0_2_0_1_1_619.p4,619,2,6,17332,
0_0_1_2_2_0_1_1_4259.p4,4259,3,5,119252,
0_0_0_2_2_0_0_0_2207.p4,2207,6,2,61796,
0_1_0_2_0_1_1_1_6165.p4,6165,3,5,172620,
2_1_1_0_1_2_1_1_657.p4,657,1,7,18396,
0_2_0_0_0_2_0_1_2067.p4,2067,5,3,57876,
1_2_0_2_1_1_1_0_4479.p4,4479,2,6,125412,
2_1_0_2_2_1_1_0_1064.p4,1064,2,6,29792,
0_2_0_1_1_2_0_0_7686.p4,7686,4,4,215208,
0_2_1_2_2_1_0_1_5684.p4,5684,2,6,159152,
0_0_0_1_0_0_1_0_8181.p4,8181,6,2,229068,
2_2_0_1_1_0_1_0_6167.p4,6167,3,5,172676,
2_2_0_0_2_0_1_1_2453.p4,2453,3,5,68684,
0_2_1_1_1_0_1_1_160.p4,160,2,6,4480,
0_0_0_1_1_0_0_1_7705.p4,7705,5,3,215740,
2_1_0_1_0_2_0_1_7072.p4,7072,3,5,198016,
0_1_1_2_0_1_0_1_153.p4,153,3,5,4284,
2_1_0_2_0_2_0_1_7750.p4,7750,3,5,217000,
0_1_0_1_1_2_0_1_3292.p4,3292,3,5,92176,
1_0_1_0_0_2_1_1_7272.p4,7272,3,5,203616,
0_1_1_0_0_0_0_1_1937.p4,1937,5,3,54236,
2_2_1_2_1_0_0_0_2945.p4,2945,3,5,82460,
2_2_0_2_0_2_0_1_6528.p4,6528,3,5,182784,
0_1_0_1_2_0_1_1_3743.p4,3743,3,5,104804,
0_1_1_1_0_1_0_1_4428.p4,4428,3,5,123984,
1_1_1_1_2_2_1_0_4243.p4,4243,1,7,118804,
0_2_0_2_1_2_1_1_7423.p4,7423,2,6,207844,
0_2_0_2_2_1_0_0_1272.p4,1272,4,4,35616,
0_0_0_0_0_0_0_1_5827.p4,5827,7,1,163156,
0_2_0_2_1_0_0_0_1133.p4,1133,5,3,31724,
1_0_0_1_0_2_0_0_6709.p4,6709,5,3,187852,
1_1_0_0_1_1_0_0_3873.p4,3873,4,4,108444,
1_0_0_2_1_1_1_0_340.p4,340,3,5,9520,
1_0_1_2_2_1_1_1_5257.p4,5257,1,7,147196,
1_2_1_2_1_2_0_1_3512.p4,3512,1,7,98336,
1_0_1_0_1_0_1_0_2949.p4,2949,4,4,82572,
1_2_0_1_1_1_1_1_5166.p4,5166,1,7,144648,
0_1_1_1_1_0_0_0_3748.p4,3748,4,4,104944,
2_0_1_2_0_0_0_0_4300.p4,4300,5,3,120400,
0_1_0_1_0_0_0_0_5855.p4,5855,6,2,163940,
0_1_0_1_2_2_0_0_4496.p4,4496,4,4,125888,
2_2_1_1_0_2_0_0_3114.p4,3114,3,5,87192,
1_1_1_0_0_0_1_0_789.p4,789,4,4,22092,
1_1_1_0_2_2_0_0_794.p4,794,3,5,22232,
1_1_0_2_0_0_1_1_899.p4,899,3,5,25172,
0_0_0_0_2_2_1_1_103.p4,103,4,4,2884,
0_1_0_2_1_0_1_0_1131.p4,1131,4,4,31668,
2_1_1_2_1_0_1_1_2065.p4,2065,1,7,57820,
2_2_0_1_1_1_0_0_1355.p4,1355,3,5,37940,
2_2_0_2_0_1_0_0_4460.p4,4460,4,4,124880,
0_2_1_0_2_0_1_1_4486.p4,4486,3,5,125608,
2_1_0_1_1_1_0_1_1281.p4,1281,2,6,35868,
1_2_0_1_2_0_0_0_2977.p4,2977,4,4,83356,
1_1_0_0_0_1_0_0_5529.p4,5529,5,3,154812,
1_1_1_0_2_0_1_0_4648.p4,4648,3,5,130144,
0_2_0_1_0_0_0_0_4699.p4,4699,6,2,131572,
1_1_0_1_1_2_1_1_6465.p4,6465,1,7,181020,
1_0_1_1_1_0_1_1_6467.p4,6467,2,6,181076,
1_1_0_2_1_0_0_0_3253.p4,3253,4,4,91084,
1_0_1_0_2_1_1_0_1466.p4,1466,3,5,41048,
2_2_1_1_1_2_1_1_2126.p4,2126,0,8,59528,
1_1_1_1_1_0_0_0_4920.p4,4920,3,5,137760,
2_2_1_1_2_0_0_1_922.p4,922,2,6,25816,
2_0_0_2_2_2_0_0_4740.p4,4740,4,4,132720,
2_2_1_1_1_0_0_0_3293.p4,3293,3,5,92204,
0_1_0_0_2_1_1_0_3419.p4,3419,4,4,95732,
2_2_1_1_0_0_0_0_7584.p4,7584,4,4,212352,
0_2_0_2_2_0_0_0_3947.p4,3947,5,3,110516,
1_0_0_0_2_2_1_1_8181.p4,8181,3,5,229068,
2_2_0_2_0_1_0_1_5840.p4,5840,3,5,163520,
1_2_0_0_0_0_0_0_4110.p4,4110,6,2,115080,
2_2_1_1_1_2_0_0_1498.p4,1498,2,6,41944,
0_1_1_0_1_1_0_0_7803.p4,7803,4,4,218484,
0_0_1_1_0_0_1_0_432.p4,432,5,3,12096,
1_1_0_1_0_0_1_0_2218.p4,2218,4,4,62104,
0_0_1_1_2_0_0_1_1057.p4,1057,4,4,29596,
0_1_1_0_1_2_1_1_3661.p4,3661,2,6,102508,
0_1_1_2_1_2_0_0_7868.p4,7868,3,5,220304,
0_1_0_1_0_0_1_0_5549.p4,5549,5,3,155372,
0_0_1_0_0_1_0_1_3486.p4,3486,5,3,97608,
0_1_1_2_2_1_0_0_4613.p4,4613,3,5,129164,
2_2_0_2_1_2_0_1_3346.p4,3346,2,6,93688,
2_1_0_0_0_2_1_0_7609.p4,7609,4,4,213052,
0_0_0_3_0_0_0_0_420.p4,420,7,0,9660,
1_0_0_2_0_1_0_1_7028.p4,7028,4,4,196784,
1_2_0_2_1_2_1_0_7654.p4,7654,2,6,214312,
0_0_0_2_0_1_0_0_5973.p4,5973,6,2,167244,
2_1_1_0_2_2_0_1_3243.p4,3243,2,6,90804,
1_1_1_2_1_0_1_1_3782.p4,3782,1,7,105896,
2_1_1_1_1_1_1_0_1156.p4,1156,1,7,32368,
1_2_0_2_0_0_1_1_6848.p4,6848,3,5,191744,
1_0_0_2_1_0_0_0_2135.p4,2135,5,3,59780,
2_1_0_0_2_1_0_0_3659.p4,3659,4,4,102452,
0_0_1_0_2_1_1_1_1588.p4,1588,3,5,44464,
2_2_1_1_0_1_1_0_2730.p4,2730,2,6,76440,
2_1_1_1_2_1_0_1_5197.p4,5197,1,7,145516,
2_0_0_0_1_2_0_1_2101.p4,2101,4,4,58828,
1_2_1_1_2_1_1_0_2953.p4,2953,1,7,82684,
1_2_0_2_0_0_0_1_6409.p4,6409,4,4,179452,
0_2_1_1_0_2_0_0_102.p4,102,4,4,2856,
2_0_1_1_2_0_0_1_2444.p4,2444,3,5,68432,
2_0_1_1_2_2_1_0_937.p4,937,2,6,26236,
0_0_1_0_1_2_1_1_3718.p4,3718,3,5,104104,
1_0_0_1_2_2_0_0_404.p4,404,4,4,11312,
2_2_0_2_1_1_1_0_3725.p4,3725,2,6,104300,
2_1_0_0_1_2_0_0_6585.p4,6585,4,4,184380,
1_0_1_0_1_2_1_1_7017.p4,7017,2,6,196476,
1_0_1_1_1_0_1_0_3641.p4,3641,3,5,101948,
2_1_1_2_1_2_0_0_1582.p4,1582,2,6,44296,
2_0_0_0_0_1_0_0_4934.p4,4934,6,2,138152,
0_0_1_2_2_2_1_1_1525.p4,1525,2,6,42700,
2_0_1_2_1_2_1_0_5839.p4,5839,2,6,163492,
2_1_0_1_1_2_1_0_7376.p4,7376,2,6,206528,
1_0_1_1_0_0_1_1_1663.p4,1663,3,5,46564,
1_0_0_0_1_2_1_1_6998.p4,6998,3,5,195944,
0_1_0_1_2_2_0_1_424.p4,424,3,5,11872,
1_2_0_0_0_1_0_1_5639.p4,5639,4,4,157892,
0_0_1_2_2_2_0_1_4717.p4,4717,3,5,132076,
2_0_0_2_1_0_0_0_6219.p4,6219,5,3,174132,
1_2_1_0_0_2_0_0_4267.p4,4267,4,4,119476,
0_2_0_2_2_1_1_0_119.p4,119,3,5,3332,
0_1_0_0_1_2_0_0_2499.p4,2499,5,3,69972,
1_1_1_0_0_2_1_1_1081.p4,1081,2,6,30268,
0_0_1_2_0_1_0_1_3277.p4,3277,4,4,91756,
0_1_0_0_2_0_0_1_788.p4,788,5,3,22064,
1_0_0_1_2_0_0_1_697.p4,697,4,4,19516,
2_0_0_0_0_2_1_0_7064.p4,7064,5,3,197792,
1_0_0_2_0_2_1_1_3653.p4,3653,3,5,102284,
1_2_1_0_2_1_0_1_2126.p4,2126,2,6,59528,
1_0_1_1_1_2_1_1_4046.p4,4046,1,7,113288,
2_2_0_2_0_0_0_1_101.p4,101,4,4,2828,
1_2_1_1_2_0_1_1_6948.p4,6948,1,7,194544,
0_2_1_0_2_2_1_1_3305.p4,3305,2,6,92540,
1_0_0_2_0_2_1_1_3730.p4,3730,3,5,104440,
1_0_0_0_2_1_1_1_1767.p4,1767,3,5,49476,
0_1_1_2_0_2_1_0_1088.p4,1088,3,5,30464,
1_0_1_1_1_1_1_1_6621.p4,6621,1,7,185388,
1_0_1_2_0_0_1_1_2303.p4,2303,3,5,64484,
2_1_0_1_1_0_1_0_4929.p4,4929,3,5,138012,
2_1_0_2_0_1_1_0_6101.p4,6101,3,5,170828,
0_0_1_0_0_1_1_1_8072.p4,8072,4,4,226016,
0_2_0_0_0_1_0_1_6434.p4,6434,5,3,180152,
1_0_0_2_0_2_0_0_6835.p4,6835,5,3,191380,
0_0_1_2_0_2_1_1_8178.p4,8178,3,5,228984,
0_1_0_1_1_1_0_1_6344.p4,6344,3,5,177632,
0_1_0_2_2_0_1_1_7187.p4,7187,3,5,201236,
2_0_0_0_2_2_1_1_1889.p4,1889,3,5,52892,
1_1_0_2_1_1_1_0_312.p4,312,2,6,8736,
2_2_0_0_0_1_0_1_7731.p4,7731,4,4,216468,
0_2_1_2_1_2_1_1_3576.p4,3576,1,7,100128,
0_2_1_0_2_0_1_1_823.p4,823,3,5,23044,
0_2_0_2_0_1_1_0_3493.p4,3493,4,4,97804,
0_2_1_1_2_1_0_1_7374.p4,7374,2,6,206472,
1_1_1_2_2_0_1_0_2027.p4,2027,2,6,56756,
2_0_0_2_1_1_0_0_6405.p4,6405,4,4,179340,
1_2_0_2_2_1_1_1_381.p4,381,1,7,10668,
1_0_0_1_2_1_0_0_6472.p4,6472,4,4,181216,
0_0_0_2_2_2_1_0_8095.p4,8095,4,4,226660,
2_0_1_2_0_2_0_1_4461.p4,4461,3,5,124908,
0_1_1_2_2_0_0_0_5348.p4,5348,4,4,149744,
2_2_0_1_0_0_1_0_877.p4,877,4,4,24556,
2_0_1_2_1_2_1_1_5722.p4,5722,1,7,160216,
0_0_1_1_0_2_0_1_2698.p4,2698,4,4,75544,
2_2_0_0_0_0_1_1_1064.p4,1064,4,4,29792,
0_1_1_0_1_0_1_0_6359.p4,6359,4,4,178052,
0_1_0_2_1_2_1_1_1202.p4,1202,2,6,33656,
2_0_0_1_2_0_1_0_4767.p4,4767,4,4,133476,
1_2_0_1_1_2_1_0_2611.p4,2611,2,6,73108,
2_0_1_0_0_1_0_0_2237.p4,2237,5,3,62636,
2_0_1_0_0_0_1_0_6545.p4,6545,5,3,183260,
0_1_1_0_2_1_1_0_6368.p4,6368,3,5,178304,
1_0_1_2_1_0_1_1_4728.p4,4728,2,6,132384,
1_1_0_2_2_0_0_0_5630.p4,5630,4,4,157640,
2_0_1_0_1_1_0_1_2440.p4,2440,3,5,68320,
2_0_0_0_0_1_1_0_178.p4,178,5,3,4984,
1_0_0_1_1_1_1_1_5678.p4,5678,2,6,158984,
0_1_1_2_1_1_1_1_4109.p4,4109,1,7,115052,
2_2_0_0_0_1_0_0_6168.p4,6168,5,3,172704,
0_1_0_0_2_1_1_0_1124.p4,1124,4,4,31472,
0_0_1_2_1_2_0_0_3381.p4,3381,4,4,94668,
0_0_0_2_2_2_1_0_7006.p4,7006,4,4,196168,
2_1_1_0_0_0_1_1_7006.p4,7006,3,5,196168,
1_1_1_1_0_0_1_1_5462.p4,5462,2,6,152936,
0_0_1_0_1_1_1_1_6069.p4,6069,3,5,169932,
0_0_0_1_2_1_0_0_3628.p4,3628,5,3,101584,
2_2_1_2_0_1_1_1_732.p4,732,1,7,20496,
0_1_0_1_0_1_0_0_861.p4,861,5,3,24108,
1_2_1_2_0_2_1_0_154.p4,154,2,6,4312,
2_1_1_0_2_1_0_1_5656.p4,5656,2,6,158368,
2_0_1_0_1_1_1_1_410.p4,410,2,6,11480,
0_2_0_2_1_2_0_0_316.p4,316,4,4,8848,
1_2_0_1_1_1_0_0_4545.p4,4545,3,5,127260,
2_1_0_2_1_0_0_0_523.p4,523,4,4,14644,
0_0_1_2_2_2_1_1_6663.p4,6663,2,6,186564,
1_2_0_2_1_1_0_1_2231.p4,2231,2,6,62468,
0_1_0_0_0_1_0_1_6883.p4,6883,5,3,192724,
0_2_1_0_2_0_1_1_4120.p4,4120,3,5,115360,
1_2_0_0_1_0_0_1_7787.p4,7787,4,4,218036,
0_0_1_2_1_2_0_1_3651.p4,3651,3,5,102228,
0_1_0_1_1_1_0_0_6041.p4,6041,4,4,169148,
1_1_0_1_0_1_0_1_3490.p4,3490,3,5,97720,
2_2_1_2_2_1_1_1_5824.p4,5824,0,8,163072,
2_2_0_0_0_0_0_1_1714.p4,1714,5,3,47992,
0_0_0_1_2_1_1_0_8110.p4,8110,4,4,227080,
2_2_0_1_0_0_0_1_3648.p4,3648,4,4,102144,
2_1_1_0_0_2_0_1_4714.p4,4714,3,5,131992,
2_1_1_0_2_2_1_1_5400.p4,5400,1,7,151200,
2_0_1_2_1_2_0_0_2285.p4,2285,3,5,63980,
2_1_0_0_0_1_1_0_2992.p4,2992,4,4,83776,
2_0_0_0_0_2_0_1_5874.p4,5874,5,3,164472,
1_1_1_2_0_1_0_0_361.p4,361,3,5,10108,
0_0_0_1_2_2_1_0_4237.p4,4237,4,4,118636,
0_2_1_1_1_2_1_1_4132.p4,4132,1,7,115696,
2_0_0_2_0_0_0_0_7271.p4,7271,6,2,203588,
2_2_1_0_1_0_0_1_2274.p4,2274,3,5,63672,
2_2_0_1_1_1_0_1_5502.p4,5502,2,6,154056,
1_2_1_2_1_1_0_0_99.p4,99,2,6,2772,
1_1_0_2_0_1_1_0_4488.p4,4488,3,5,125664,
0_1_0_2_0_0_0_0_182.p4,182,6,2,5096,
2_0_0_2_1_0_0_0_6503.p4,6503,5,3,182084,
0_2_0_1_0_1_1_0_1271.p4,1271,4,4,35588,
0_2_0_2_0_0_0_0_184.p4,184,6,2,5152,
0_1_0_2_2_2_1_1_6266.p4,6266,2,6,175448,
2_0_1_1_1_0_0_1_5174.p4,5174,3,5,144872,
2_1_1_2_1_1_1_0_2767.p4,2767,1,7,77476,
0_1_0_2_1_1_0_1_7046.p4,7046,3,5,197288,
1_1_0_2_1_0_1_0_6311.p4,6311,3,5,176708,
0_0_0_0_0_1_1_1_7569.p4,7569,5,3,211932,
1_2_0_0_0_1_0_0_1365.p4,1365,5,3,38220,
2_2_1_2_0_1_0_0_2284.p4,2284,3,5,63952,
2_0_0_2_0_1_1_1_170.p4,170,3,5,4760,
1_2_1_0_2_0_1_0_522.p4,522,3,5,14616,
0_1_0_2_0_2_1_1_5010.p4,5010,3,5,140280,
2_1_1_0_2_1_0_0_4136.p4,4136,3,5,115808,
1_1_0_1_0_1_1_0_177.p4,177,3,5,4956,
2_1_1_0_2_2_1_1_4491.p4,4491,1,7,125748,
1_2_1_2_0_2_0_0_1541.p4,1541,3,5,43148,
1_1_0_0_1_0_0_1_735.p4,735,4,4,20580,
2_2_0_0_2_1_0_0_2999.p4,2999,4,4,83972,
1_2_1_1_0_0_1_1_6281.p4,6281,2,6,175868,
2_0_0_1_1_0_1_1_6060.p4,6060,3,5,169680,
2_0_0_1_2_2_1_0_1414.p4,1414,3,5,39592,
2_1_1_0_0_2_0_0_7148.p4,7148,4,4,200144,
0_2_1_2_1_1_0_1_6397.p4,6397,2,6,179116,
2_0_0_2_0_0_1_1_5457.p4,5457,4,4,152796,
1_1_1_1_0_2_0_0_7331.p4,7331,3,5,205268,
0_2_1_1_2_1_1_1_2120.p4,2120,1,7,59360,
1_1_1_1_0_2_1_0_5198.p4,5198,2,6,145544,
1_1_1_2_1_0_0_1_5729.p4,5729,2,6,160412,
0_2_1_0_2_0_0_0_7346.p4,7346,5,3,205688,
0_0_0_1_1_0_1_0_2313.p4,2313,5,3,64764,
1_0_1_2_2_0_0_1_460.p4,460,3,5,12880,
2_2_0_2_0_1_0_1_3173.p4,3173,3,5,88844,
0_1_0_2_0_2_1_0_7902.p4,7902,4,4,221256,
1_1_0_1_0_0_0_0_4034.p4,4034,5,3,112952,
2_2_0_0_1_2_0_1_2607.p4,2607,3,5,72996,
1_0_1_1_2_2_0_0_8057.p4,8057,3,5,225596,
1_1_1_0_2_2_0_1_6516.p4,6516,2,6,182448,
0_0_0_0_2_0_0_1_3786.p4,3786,6,2,106008,
1_2_0_0_2_2_0_0_2818.p4,2818,4,4,78904,
0_0_1_1_2_1_1_0_6145.p4,6145,3,5,172060,
2_0_1_1_0_1_0_0_6995.p4,6995,4,4,195860,
0_0_1_1_2_1_1_1_2135.p4,2135,2,6,59780,
1_2_1_2_2_1_0_1_6532.p4,6532,1,7,182896,
0_1_0_2_2_2_0_1_5345.p4,5345,3,5,149660,
0_2_0_2_0_2_1_0_353.p4,353,4,4,9884,
1_1_0_0_1_1_0_0_586.p4,586,4,4,16408,
1_1_0_0_1_1_0_0_765.p4,765,4,4,21420,
1_2_1_0_0_2_1_1_4168.p4,4168,2,6,116704,
1_1_0_0_1_2_0_1_1735.p4,1735,3,5,48580,
0_1_1_2_0_0_1_1_3517.p4,3517,3,5,98476,
1_2_0_0_2_0_1_0_5234.p4,5234,4,4,146552,
2_0_1_0_1_2_0_1_2069.p4,2069,3,5,57932,
1_2_0_2_1_0_1_0_4240.p4,4240,3,5,118720,
2_0_0_2_2_0_1_0_5993.p4,5993,4,4,167804,
0_1_0_0_0_1_1_0_1575.p4,1575,5,3,44100,
2_2_0_0_2_1_0_0_6893.p4,6893,4,4,193004,
0_0_0_2_0_2_0_0_798.p4,798,6,2,22344,
0_2_0_0_0_0_1_0_3268.p4,3268,6,2,91504,
0_2_0_0_0_0_1_1_5805.p4,5805,5,3,162540,
2_0_1_0_0_2_1_1_4369.p4,4369,3,5,122332,
2_2_0_2_2_2_1_1_181.p4,181,1,7,5068,
0_0_1_1_1_0_1_0_281.p4,281,4,4,7868,
2_2_0_0_0_0_1_0_7263.p4,7263,5,3,203364,
1_1_0_0_0_0_1_1_7062.p4,7062,4,4,197736,
2_2_1_2_2_2_0_0_6344.p4,6344,2,6,177632,
2_0_0_1_2_2_0_0_6734.p4,6734,4,4,188552,
0_2_1_1_1_1_0_0_4156.p4,4156,3,5,116368,
1_1_1_1_2_1_0_1_4083.p4,4083,1,7,114324,
2_2_1_0_0_0_0_1_5418.p4,5418,4,4,151704,
2_2_0_0_2_0_0_0_2463.p4,2463,5,3,68964,
2_2_0_0_1_1_1_1_5419.p4,5419,2,6,151732,
1_1_0_0_0_2_0_0_3508.p4,3508,5,3,98224,
1_2_0_0_2_1_0_1_151.p4,151,3,5,4228,
1_0_0_2_0_1_1_1_5614.p4,5614,3,5,157192,
0_1_1_1_2_2_0_1_3139.p4,3139,2,6,87892,
1_1_0_1_1_0_1_0_713.p4,713,3,5,19964,
0_1_1_1_0_1_0_0_8101.p4,8101,4,4,226828,
1_0_0_2_0_2_1_0_7117.p4,7117,4,4,199276,
1_0_0_2_0_1_0_1_2239.p4,2239,4,4,62692,
1_0_1_2_0_0_0_0_7038.p4,7038,5,3,197064,
2_2_1_2_1_2_0_1_877.p4,877,1,7,24556,
2_2_0_2_1_1_0_0_5298.p4,5298,3,5,148344,
1_2_0_1_2_2_1_0_1075.p4,1075,2,6,30100,
2_1_0_2_1_2_1_0_5399.p4,5399,2,6,151172,
0_2_1_2_2_2_1_1_4121.p4,4121,1,7,115388,
1_1_1_1_2_1_0_1_6208.p4,6208,1,7,173824,
1_2_0_1_2_1_1_0_5423.p4,5423,2,6,151844,
0_0_1_2_2_0_1_0_7691.p4,7691,4,4,215348,
0_2_1_2_2_0_1_0_3147.p4,3147,3,5,88116,
0_0_0_0_0_2_1_1_8039.p4,8039,5,3,225092,
2_2_1_2_0_2_0_0_4979.p4,4979,3,5,139412,
2_2_1_0_2_0_1_1_4912.p4,4912,2,6,137536,
0_1_0_1_2_1_0_0_2617.p4,2617,4,4,73276,
2_0_1_1_0_0_1_0_6920.p4,6920,4,4,193760,
1_0_1_2_1_1_0_1_2288.p4,2288,2,6,64064,
0_0_1_2_1_0_0_0_6921.p4,6921,5,3,193788,
1_0_0_2_2_1_0_0_4989.p4,4989,4,4,139692,
1_1_0_2_0_1_1_0_3374.p4,3374,3,5,94472,
2_0_0_0_1_0_0_0_2679.p4,2679,6,2,75012,
0_2_1_0_0_0_0_1_5164.p4,5164,5,3,144592,
0_0_1_0_1_1_1_0_5911.p4,5911,4,4,165508,
1_0_1_2_1_0_1_1_4759.p4,4759,2,6,133252,
0_0_1_1_0_1_1_1_3799.p4,3799,3,5,106372,
2_0_1_0_1_1_1_1_6861.p4,6861,2,6,192108,
1_0_1_1_1_1_1_0_7042.p4,7042,2,6,197176,
1_1_0_2_2_0_1_0_2366.p4,2366,3,5,66248,
2_2_0_2_2_0_0_0_4506.p4,4506,4,4,126168,
2_2_1_1_1_0_0_0_7764.p4,7764,3,5,217392,
2_0_0_0_0_1_1_1_3117.p4,3117,4,4,87276,
0_2_1_0_1_0_0_1_4569.p4,4569,4,4,127932,
0_1_1_0_2_0_0_1_661.p4,661,4,4,18508,
1_0_1_2_1_2_1_0_384.p4,384,2,6,10752,
1_0_0_0_0_1_1_0_2771.p4,2771,5,3,77588,
0_0_0_1_0_1_0_0_8143.p4,8143,6,2,228004,
2_0_0_1_1_1_1_0_1346.p4,1346,3,5,37688,
1_0_1_1_1_2_1_1_3301.p4,3301,1,7,92428,
0_0_1_1_0_1_1_0_4880.p4,4880,4,4,136640,
0_2_1_2_0_1_0_0_4733.p4,4733,4,4,132524,
0_2_1_2_1_1_0_0_6225.p4,6225,3,5,174300,
0_0_0_2_0_2_1_1_5988.p4,5988,4,4,167664,
2_2_1_0_2_0_1_0_150.p4,150,3,5,4200,
2_0_1_0_0_1_0_0_5958.p4,5958,5,3,166824,
2_2_0_2_1_2_0_1_3135.p4,3135,2,6,87780,
0_2_0_0_2_0_0_1_2127.p4,2127,5,3,59556,
2_0_0_0_1_1_1_1_6278.p4,6278,3,5,175784,
0_0_1_1_2_1_1_0_3186.p4,3186,3,5,89208,
1_1_1_2_2_2_0_1_1921.p4,1921,1,7,53788,
0_0_1_0_2_2_1_1_2512.p4,2512,3,5,70336,
0_1_0_2_0_0_1_1_1685.p4,1685,4,4,47180,
2_1_0_2_2_0_0_0_6834.p4,6834,4,4,191352,
1_0_0_0_1_0_1_0_2744.p4,2744,5,3,76832,
1_0_1_2_2_0_1_1_7817.p4,7817,2,6,218876,
2_0_0_0_1_0_1_1_536.p4,536,4,4,15008,
1_1_0_2_2_2_1_0_2948.p4,2948,2,6,82544,
0_1_1_0_0_1_1_0_5355.p4,5355,4,4,149940,
1_0_1_1_0_1_0_0_2046.p4,2046,4,4,57288,
0_0_0_2_1_1_0_0_1912.p4,1912,5,3,53536,
2_2_1_1_2_1_0_0_1953.p4,1953,2,6,54684,
0_2_0_1_0_0_0_0_713.p4,713,6,2,19964,
0_0_1_0_0_2_0_0_6078.p4,6078,6,2,170184,
2_2_1_0_1_2_0_1_6051.p4,6051,2,6,169428,
2_1_0_2_0_0_0_0_2971.p4,2971,5,3,83188,
0_2_1_2_1_2_1_0_2029.p4,2029,2,6,56812,
0_2_0_1_0_2_1_1_3592.p4,3592,3,5,100576,
0_0_0_0_0_1_0_1_1676.p4,1676,6,2,46928,
2_0_1_0_2_1_0_0_6149.p4,6149,4,4,172172,
2_0_1_0_1_0_0_0_7789.p4,7789,5,3,218092,
0_0_0_0_0_0_0_0_4162.p4,4162,8,0,95726,
1_1_1_0_1_0_0_1_2057.p4,2057,3,5,57596,
2_0_0_1_0_0_1_0_6034.p4,6034,5,3,168952,
1_0_1_0_1_2_1_0_5399.p4,5399,3,5,151172,
2_0_0_2_2_2_0_1_2718.p4,2718,3,5,76104,
1_0_0_0_2_0_0_0_5876.p4,5876,6,2,164528,
2_0_0_2_1_2_0_0_3869.p4,3869,4,4,108332,
1_1_1_1_2_1_1_0_2687.p4,2687,1,7,75236,
1_1_0_2_0_1_0_1_4129.p4,4129,3,5,115612,
2_0_1_1_0_0_0_1_421.p4,421,4,4,11788,
1_0_1_2_2_0_1_1_6693.p4,6693,2,6,187404,
2_2_1_1_1_1_1_1_6692.p4,6692,0,8,187376,
1_0_0_0_0_1_1_1_78.p4,78,4,4,2184,
2_0_0_0_0_0_0_0_1818.p4,1818,7,1,50904,
1_0_0_2_0_2_0_1_920.p4,920,4,4,25760,
0_2_0_1_1_1_1_0_3213.p4,3213,3,5,89964,
2_1_0_2_2_2_0_1_4585.p4,4585,2,6,128380,
0_2_1_1_0_0_1_1_2777.p4,2777,3,5,77756,
0_0_0_0_0_1_0_0_1843.p4,1843,7,1,51604,
1_2_1_0_0_1_1_1_5654.p4,5654,2,6,158312,
2_2_1_1_1_1_0_1_7419.p4,7419,1,7,207732,
2_0_1_2_2_1_0_0_8047.p4,8047,3,5,225316,
0_0_1_2_1_0_1_0_767.p4,767,4,4,21476,
0_2_1_2_0_0_1_0_5285.p4,5285,4,4,147980,
