total_len,protocol,flags,ttl,src_port,dst_port,tcp_flags_2,tcp_flags_1,size,memory
0,2,3,2,2,0,2,0,1710,911.36
2,2,2,0,2,3,0,0,1803,880.64
2,0,3,0,2,0,2,2,1835,727.04
0,2,2,2,3,0,2,0,1894,921.6
2,3,0,2,0,2,2,0,1964,952.32
0,2,2,2,0,2,3,0,2229,890.88
2,0,2,2,0,2,3,0,2245,1187.84
2,2,2,0,3,2,0,0,2261,839.68
2,0,0,2,2,2,0,3,2314,829.44
2,0,0,2,0,2,3,2,2510,757.76
2,0,0,2,3,2,0,2,2626,1064.96
2,0,0,2,0,2,3,2,2785,931.84
2,2,3,0,0,2,2,0,2796,1034.24
3,0,2,2,0,2,2,0,2809,931.84
3,2,0,0,2,2,2,0,281,542.72
2,2,0,3,0,0,2,2,2866,880.64
0,0,2,0,2,3,2,2,2913,1198.08
0,2,0,3,2,2,2,0,3062,962.56
2,0,2,0,2,2,3,0,3426,1085.44
0,2,3,2,2,0,0,2,3451,1413.12
3,2,0,2,0,2,2,0,3501,1495.04
0,2,2,3,2,2,0,0,357,307.2
0,3,2,2,2,2,0,0,3604,1413.12
2,3,2,0,0,2,2,0,3631,1341.44
2,2,2,0,3,0,0,2,3663,1720.32
2,0,2,0,0,3,2,2,3858,1239.04
2,3,0,2,0,2,2,0,4042,1546.24
2,0,2,0,3,2,0,2,4074,1484.8
2,2,2,0,3,0,2,0,418,368.64
0,2,0,2,0,3,2,2,441,522.24
2,3,2,0,2,0,0,2,613,604.16
2,0,3,2,2,2,0,0,672,552.96
0,2,0,2,2,3,2,0,78,419.84
2,3,2,2,0,2,0,0,819,860.16
0,0,3,2,2,0,2,2,878,460.8
2,0,0,2,3,0,2,2,951,839.68
2,2,2,0,2,0,2,0,1072,983.04
2,0,2,0,2,2,2,0,1163,501.76
2,2,0,0,2,2,2,0,1181,604.16
2,2,0,2,0,2,2,0,1351,655.36
2,2,0,0,0,2,2,2,1631,757.76
2,0,2,2,2,0,2,0,1690,901.12
0,2,2,2,0,2,0,2,1729,880.64
0,2,2,0,2,2,2,0,1800,532.48
2,0,2,0,2,2,2,0,1858,1024.0
2,0,0,0,2,2,2,2,2002,880.64
2,2,2,0,0,2,0,2,2087,788.48
2,2,2,0,2,2,0,0,2199,829.44
2,2,0,2,2,0,0,2,2378,880.64
2,0,0,2,0,2,2,2,2380,829.44
0,2,0,0,2,2,2,2,2604,901.12
0,2,2,2,0,2,0,2,2611,880.64
2,0,2,2,0,2,0,2,2793,747.52
0,0,2,2,2,2,0,2,2840,972.8
0,2,2,2,0,2,2,0,3457,1208.32
2,2,0,2,0,2,2,0,34,256.0
0,2,2,2,0,2,2,0,3593,1208.32
2,0,2,2,0,2,2,0,3606,1085.44
0,0,2,2,2,2,2,0,3680,1259.52
2,0,2,2,2,0,2,0,3732,1382.4
0,0,0,2,2,2,2,2,3773,972.8
2,2,0,2,2,0,2,0,3801,1239.04
0,2,0,2,0,2,2,2,393,634.88
2,0,2,0,2,2,2,0,439,327.68
2,2,2,2,0,0,2,0,496,184.32
0,0,2,2,2,2,2,0,597,593.92
2,2,0,2,0,2,2,0,775,675.84
0,2,2,2,0,2,2,0,871,583.68
2,0,2,2,2,0,0,2,973,389.12
0,1,0,3,3,3,0,2,102,225.28
0,1,3,0,2,3,3,0,104,419.84
3,0,2,3,1,0,0,3,1087,788.48
0,1,3,2,3,0,3,0,1227,860.16
3,2,1,0,3,3,0,0,1231,593.92
3,2,0,0,0,1,3,3,1286,931.84
0,0,1,3,3,0,3,2,1355,1044.48
2,1,3,0,0,3,3,0,139,317.44
0,0,0,3,2,3,3,1,1590,1075.2
3,0,0,3,0,1,3,2,1686,890.88
2,0,3,3,1,0,3,0,1695,911.36
0,3,0,3,2,1,0,3,1707,686.08
0,3,0,3,0,3,2,1,1726,1024.0
3,3,0,0,2,0,3,1,174,440.32
0,3,1,0,0,2,3,3,1839,686.08
0,0,2,0,3,3,3,1,1871,675.84
0,2,1,3,0,3,3,0,1899,491.52
1,3,3,0,3,0,2,0,190,92.16
3,0,1,3,0,3,2,0,1993,1044.48
1,3,2,0,0,3,0,3,212,399.36
0,3,3,2,3,0,0,1,2251,993.28
0,2,0,1,3,3,3,0,2261,808.96
1,3,0,0,3,0,2,3,2271,778.24
3,0,0,2,1,0,3,3,2276,993.28
0,3,3,0,2,0,1,3,2285,962.56
0,0,3,2,1,0,3,3,2325,931.84
3,0,0,1,2,0,3,3,2347,983.04
0,0,3,0,3,2,1,3,2364,778.24
3,3,0,2,3,0,1,0,2418,1075.2
0,2,3,0,3,3,1,0,2440,1218.56
2,3,1,0,3,0,0,3,255,604.16
2,3,1,3,3,0,0,0,2614,1126.4
3,0,0,3,2,0,1,3,2662,921.6
3,0,3,0,2,3,1,0,2670,890.88
3,1,0,2,3,3,0,0,2837,1034.24
3,3,0,0,1,3,0,2,283,440.32
3,0,3,0,2,0,1,3,2843,911.36
0,1,3,3,0,3,2,0,2993,1044.48
0,3,0,3,3,0,2,1,3100,911.36
3,3,0,0,3,1,0,2,3178,1136.64
2,0,1,3,0,3,3,0,3215,1351.68
0,2,3,0,1,3,0,3,3249,1228.8
2,3,3,3,1,0,0,0,3280,1331.2
2,3,0,0,1,3,0,3,3514,1280.0
0,3,0,3,1,3,0,2,3539,1576.96
0,3,0,3,3,0,2,1,3637,1290.24
0,0,3,2,1,0,3,3,3639,1300.48
0,1,3,3,3,0,0,2,3825,1157.12
3,2,0,3,3,0,1,0,3901,1474.56
1,0,3,0,3,3,0,2,3993,1607.68
2,3,0,0,1,3,3,0,4020,1320.96
3,0,2,0,3,1,3,0,4035,1310.72
2,0,1,3,0,0,3,3,4056,1198.08
0,3,1,3,3,0,0,2,500,501.76
3,0,3,3,0,0,2,1,553,440.32
2,0,0,3,0,1,3,3,590,901.12
2,0,3,0,0,3,1,3,61,471.04
3,3,0,1,0,3,2,0,620,634.88
3,0,0,2,1,3,0,3,750,634.88
0,3,2,0,3,0,3,1,830,460.8
2,0,0,3,3,0,1,3,88,419.84
2,3,0,0,1,3,0,3,958,460.8
2,3,3,0,0,1,3,0,979,593.92
0,0,3,3,2,0,1,2,1025,696.32
0,0,3,2,1,2,3,0,1035,727.04
0,3,0,2,1,0,3,2,1149,624.64
2,1,0,0,3,2,0,3,1324,624.64
2,2,1,0,0,3,3,0,1333,747.52
1,3,0,3,0,2,2,0,1413,860.16
3,0,3,1,0,2,0,2,1578,768.0
1,0,3,2,2,3,0,0,1582,808.96
2,3,0,2,0,3,1,0,1647,808.96
0,2,0,1,2,3,3,0,1715,911.36
0,1,2,3,0,3,2,0,1802,665.6
3,2,3,0,0,0,2,1,1865,768.0
0,3,0,2,2,3,1,0,18,471.04
1,3,0,2,0,3,0,2,1943,737.28
0,3,0,3,2,0,1,2,1977,952.32
0,0,0,1,2,3,3,2,2004,993.28
0,2,1,2,3,0,0,3,2044,962.56
0,1,2,0,0,3,3,2,2078,624.64
0,2,3,1,0,0,3,2,2083,808.96
0,0,2,3,0,3,1,2,2155,1054.72
3,3,0,2,1,2,0,0,2327,962.56
2,0,0,3,3,2,0,1,2418,962.56
0,0,2,2,1,3,0,3,2467,860.16
2,1,3,0,2,0,0,3,2507,1024.0
0,2,2,3,1,0,0,3,2514,860.16
0,3,2,1,3,0,2,0,2516,952.32
3,0,0,2,3,1,0,2,2562,1208.32
3,0,2,2,1,0,3,0,2605,849.92
3,1,0,3,0,2,0,2,2766,819.2
3,2,1,0,3,0,0,2,2830,1208.32
2,1,2,3,0,0,0,3,321,440.32
0,2,1,0,2,3,0,3,327,348.16
0,1,3,3,2,0,0,2,3438,1382.4
2,0,3,2,0,0,1,3,349,593.92
3,3,1,0,2,0,0,2,3521,1382.4
0,0,2,3,3,2,1,0,3595,1310.72
3,1,0,2,0,2,0,3,3596,1331.2
0,1,3,0,2,3,2,0,3743,1239.04
2,0,3,0,1,0,3,2,3861,1392.64
3,2,0,2,1,0,0,3,3885,1505.28
0,3,1,0,2,2,0,3,4027,1351.68
3,1,2,0,0,3,0,2,4045,1269.76
2,2,0,3,0,3,1,0,4071,1464.32
3,0,3,0,2,0,1,2,418,686.08
3,0,2,1,2,0,3,0,444,399.36
3,3,0,2,0,1,0,2,489,471.04
0,2,1,3,0,0,2,3,498,440.32
0,3,0,1,2,3,2,0,607,624.64
2,3,3,0,1,0,2,0,710,399.36
2,0,1,3,0,2,0,3,839,675.84
0,2,1,2,3,0,0,3,880,634.88
1,3,0,2,2,0,0,3,946,552.96
1,3,2,0,0,2,2,0,1080,757.76
0,0,3,1,2,0,2,2,1133,768.0
0,0,2,0,3,1,2,2,1135,727.04
2,2,0,1,3,0,0,2,1250,583.68
3,0,2,1,0,2,2,0,1395,491.52
0,3,2,0,2,0,1,2,1683,716.8
0,2,0,0,2,1,2,3,1809,972.8
2,2,1,3,0,0,0,2,1818,1003.52
1,3,2,2,0,0,2,0,2130,849.92
2,0,0,0,1,2,2,3,223,624.64
0,2,2,3,0,0,1,2,2295,1024.0
0,3,2,0,1,0,2,2,2303,1095.68
2,0,1,0,3,2,2,0,2491,962.56
3,0,2,0,2,0,1,2,2493,1187.84
0,2,2,3,0,1,0,2,2503,788.48
2,1,0,2,3,0,2,0,2604,1157.12
3,0,2,2,2,0,0,1,2698,921.6
0,1,0,2,3,2,0,2,276,389.12
0,1,3,2,0,0,2,2,2885,1085.44
0,1,3,0,2,0,2,2,291,532.48
2,0,0,1,2,3,2,0,3100,972.8
0,2,2,1,2,0,0,3,3286,1198.08
1,2,0,0,2,3,0,2,3352,1075.2
0,3,1,2,0,0,2,2,3433,1495.04
0,0,3,2,1,2,2,0,3447,1259.52
2,1,2,0,3,0,2,0,3453,1341.44
2,1,0,2,0,2,0,3,3496,1402.88
2,3,0,2,0,2,0,1,3582,1095.68
2,2,1,0,2,0,3,0,3600,931.84
2,2,2,1,0,3,0,0,3664,1187.84
1,2,2,3,0,0,2,0,3897,1218.56
0,1,2,2,0,0,2,3,3906,1208.32
3,1,2,2,0,0,0,2,400,327.68
2,0,1,3,0,2,2,0,4074,1095.68
0,0,0,1,3,2,2,2,509,409.6
0,2,2,0,3,2,1,0,754,552.96
3,2,0,2,2,1,0,0,857,358.4
2,1,2,0,0,3,2,0,9,256.0
2,2,0,0,2,1,2,0,1061,593.92
0,0,1,0,2,2,2,2,1071,634.88
0,0,2,0,1,2,2,2,1371,604.16
0,2,0,2,0,2,1,2,1408,440.32
2,2,2,2,0,1,0,0,1579,696.32
2,2,2,2,1,0,0,0,1614,727.04
2,0,2,0,2,2,0,1,162,737.28
1,2,0,2,2,0,2,0,1695,911.36
1,2,0,2,0,2,0,2,1838,890.88
2,2,0,0,1,2,0,2,18,235.52
1,0,0,2,2,0,2,2,2128,1013.76
0,0,2,2,0,2,2,1,2208,839.68
2,0,2,1,0,2,2,0,2299,788.48
2,2,2,0,0,0,2,1,2308,901.12
0,2,1,2,0,2,2,0,2360,747.52
2,1,0,0,0,2,2,2,2503,972.8
2,0,0,2,1,2,2,0,2580,1167.36
0,2,2,0,2,2,1,0,2614,798.72
2,1,2,0,0,0,2,2,2619,1034.24
2,0,0,2,0,2,1,2,307,378.88
0,2,2,2,0,0,1,2,3104,952.32
2,2,1,2,0,2,0,0,310,235.52
2,0,0,1,2,2,0,2,3140,1361.92
0,0,2,2,0,2,2,1,3195,1228.8
0,2,1,2,2,0,0,2,3505,1064.96
1,2,0,0,2,0,2,2,3620,1024.0
2,2,2,0,0,1,0,2,3661,1003.52
2,2,1,0,0,0,2,2,3702,1320.96
1,2,0,2,0,0,2,2,3781,1525.76
2,2,1,0,0,0,2,2,4083,1136.64
2,2,2,0,1,0,2,0,453,491.52
2,2,2,2,1,0,0,0,476,512.0
2,0,1,2,0,2,0,2,581,471.04
0,2,2,0,1,2,0,2,645,460.8
0,3,0,3,0,2,3,0,1011,757.76
3,0,3,0,3,0,0,2,1068,655.36
0,0,0,3,2,3,0,3,1411,716.8
3,3,3,0,0,2,0,0,150,481.28
0,3,0,0,3,0,2,3,1591,788.48
2,3,0,0,0,3,3,0,1725,747.52
3,0,0,2,0,3,3,0,1845,747.52
2,0,3,0,0,3,0,3,1857,1198.08
0,3,3,3,0,2,0,0,1939,972.8
3,0,3,2,0,0,3,0,1946,880.64
3,2,0,0,0,3,3,0,1968,983.04
3,0,2,0,3,0,0,3,2045,870.4
2,3,0,0,3,0,3,0,2050,962.56
3,0,3,3,2,0,0,0,2071,727.04
0,0,3,3,0,0,2,3,2095,1054.72
0,0,3,0,0,3,2,3,2101,901.12
3,3,0,2,0,0,3,0,2165,788.48
0,0,0,2,3,0,3,3,2234,880.64
0,0,3,0,3,0,3,2,2239,860.16
0,0,3,0,3,2,3,0,2403,747.52
3,0,2,0,3,3,0,0,2473,890.88
0,2,3,0,3,3,0,0,2597,1187.84
3,0,0,3,0,2,0,3,2638,1044.48
3,0,3,0,0,3,2,0,263,665.6
3,0,3,0,2,3,0,0,2781,1136.64
3,0,0,3,3,0,2,0,2841,1013.76
0,3,3,0,0,2,3,0,2852,1136.64
3,0,3,3,2,0,0,0,2983,1228.8
0,0,3,3,0,2,3,0,302,440.32
0,3,3,3,0,0,0,2,3045,1239.04
0,3,2,0,3,0,3,0,3062,1116.16
3,0,3,0,3,0,0,2,3202,931.84
3,3,0,0,2,3,0,0,3261,1157.12
0,3,0,2,3,3,0,0,3266,1372.16
2,3,0,3,0,0,3,0,32,337.92
0,3,3,3,0,0,0,2,3370,1228.8
0,3,0,0,2,3,0,3,3428,1249.28
0,0,3,0,3,0,3,2,3477,1505.28
0,0,3,2,0,3,0,3,356,317.44
0,0,3,0,2,3,0,3,3571,1382.4
0,0,3,0,2,0,3,3,366,317.44
0,2,0,3,0,3,0,3,3699,1464.32
3,2,0,3,3,0,0,0,3955,1423.36
0,3,0,3,0,2,3,0,4094,1505.28
3,3,0,2,0,0,0,3,490,471.04
0,3,2,0,3,0,0,3,523,215.04
2,0,3,0,3,0,0,3,661,706.56
3,0,0,0,3,0,2,3,67,256.0
0,3,0,0,3,0,2,3,708,419.84
0,0,2,3,0,3,0,3,715,645.12
3,0,2,3,0,0,0,3,768,686.08
3,0,3,0,0,2,3,0,79,552.96
0,3,3,0,2,0,3,0,887,727.04
3,3,3,0,0,0,2,0,922,808.96
0,2,3,0,3,3,0,0,962,645.12
3,2,0,3,0,3,0,0,978,778.24
3,0,2,0,2,3,0,0,1581,1024.0
3,2,3,0,0,2,0,0,1659,778.24
0,2,0,0,3,3,0,2,1749,983.04
3,0,0,0,2,0,2,3,1754,880.64
0,0,3,2,2,0,3,0,1848,778.24
3,3,2,2,0,0,0,0,1883,890.88
0,3,0,2,0,3,0,2,191,389.12
0,2,3,2,3,0,0,0,1928,911.36
0,2,3,0,2,0,3,0,2163,972.8
2,3,0,0,0,2,0,3,2294,768.0
2,2,0,0,0,0,3,3,2635,1024.0
0,0,2,3,0,0,2,3,2715,1228.8
3,0,2,0,2,0,0,3,2818,1024.0
3,3,2,0,0,2,0,0,3104,1341.44
2,3,3,0,0,0,2,0,3165,1116.16
3,0,2,3,0,0,2,0,3315,901.12
0,2,0,0,3,0,3,2,33,348.16
2,0,0,0,0,2,3,3,3438,1064.96
0,3,0,2,0,0,2,3,3443,1126.4
0,0,2,3,0,0,3,2,3529,1372.16
3,0,0,2,2,0,0,3,3545,1484.8
3,0,2,0,2,0,0,3,3622,1372.16
2,3,2,0,0,0,0,3,3674,1095.68
2,0,0,3,3,0,0,2,3702,1413.12
0,0,0,0,3,2,2,3,3861,1505.28
2,0,0,3,3,2,0,0,3984,1556.48
0,3,3,0,2,0,2,0,472,327.68
2,0,3,0,0,0,3,2,690,552.96
3,0,3,2,0,2,0,0,74,348.16
0,0,3,3,0,2,0,2,754,675.84
2,2,0,0,0,3,3,0,767,348.16
3,2,0,2,0,3,0,0,771,645.12
3,0,2,3,0,0,2,0,874,716.8
2,0,0,2,3,0,0,3,972,419.84
0,3,2,0,0,2,0,2,1015,624.64
0,2,0,3,0,2,0,2,1130,757.76
0,0,3,0,2,2,2,0,115,481.28
0,2,0,2,3,2,0,0,1254,727.04
2,2,0,2,0,0,0,3,1281,512.0
0,0,2,2,0,2,3,0,1300,788.48
3,0,2,0,0,2,2,0,1309,450.56
0,2,2,0,2,3,0,0,159,757.76
2,2,0,0,0,3,2,0,1690,839.68
0,0,2,2,0,0,3,2,1700,860.16
3,2,0,2,0,0,0,2,2057,1075.2
2,0,2,0,0,2,0,3,2094,1095.68
2,0,0,0,0,2,2,3,2141,901.12
2,0,3,2,0,0,0,2,2224,727.04
2,2,0,2,0,0,3,0,2394,1116.16
2,0,0,2,0,0,2,3,2415,1064.96
0,0,0,2,2,2,3,0,2473,727.04
2,0,0,3,0,2,0,2,2511,1095.68
2,0,2,2,0,0,3,0,2588,870.4
0,0,2,0,2,0,3,2,2633,952.32
0,2,0,0,3,2,2,0,2686,942.08
0,0,2,3,0,0,2,2,2974,1249.28
2,3,2,2,0,0,0,0,301,307.2
0,3,0,2,0,2,2,0,3110,1105.92
0,0,2,2,3,2,0,0,3132,1310.72
2,0,0,0,3,0,2,2,3141,1095.68
2,0,3,0,2,0,2,0,3408,1310.72
2,0,2,0,2,0,0,3,3565,1443.84
3,2,0,2,2,0,0,0,3701,1413.12
2,0,3,2,0,0,0,2,3815,1187.84
0,2,2,3,2,0,0,0,3900,1146.88
3,2,0,2,0,0,2,0,43,296.96
2,0,0,2,0,3,2,0,554,491.52
0,0,0,3,2,0,2,2,562,491.52
0,2,0,3,0,2,2,0,571,860.16
0,2,0,2,0,3,2,0,575,552.96
2,0,0,0,3,2,2,0,613,348.16
0,0,2,2,0,2,0,3,8,440.32
0,2,0,0,2,2,2,0,111,460.8
0,0,0,2,2,0,2,2,1203,655.36
2,2,0,2,0,2,0,0,1273,583.68
2,0,0,2,0,2,2,0,1349,768.0
0,2,2,0,2,0,0,2,1692,829.44
2,0,0,2,2,2,0,0,1868,870.4
0,0,0,2,2,0,2,2,1943,962.56
0,0,0,0,2,2,2,2,1976,798.72
2,0,2,2,2,0,0,0,2165,1157.12
2,0,2,2,0,2,0,0,220,645.12
0,0,2,0,2,2,2,0,2396,819.2
0,0,2,2,2,2,0,0,2550,952.32
2,2,0,2,2,0,0,0,2601,890.88
0,2,0,2,2,0,0,2,2726,1105.92
2,0,0,2,0,2,2,0,2743,952.32
0,0,2,2,0,0,2,2,2825,1013.76
2,2,2,2,0,0,0,0,2834,788.48
0,2,0,2,2,0,0,2,2880,1003.52
2,0,2,0,0,0,2,2,2919,839.68
0,2,0,2,2,2,0,0,3104,1116.16
0,0,2,2,0,0,2,2,3214,1044.48
2,0,0,2,2,2,0,0,3226,1126.4
2,0,0,2,0,0,2,2,3251,1218.56
0,0,0,0,2,2,2,2,3376,1484.8
2,2,0,2,0,2,0,0,3417,1075.2
2,0,2,0,0,2,2,0,3449,1167.36
2,2,2,0,2,0,0,0,3563,1280.0
0,2,2,0,2,2,0,0,3707,1044.48
2,2,2,0,0,0,0,2,3933,1085.44
2,2,0,0,0,0,2,2,469,204.8
0,2,2,0,2,0,2,0,470,358.4
0,2,0,0,2,0,2,2,709,993.28
0,2,2,2,0,0,2,0,885,491.52
0,2,2,2,0,0,0,2,920,542.72
0,2,2,0,0,2,0,2,940,542.72
2,0,2,0,0,0,2,2,978,532.48
0,0,0,3,1,0,3,3,1019,655.36
0,0,1,0,0,3,3,3,1036,624.64
0,3,1,0,3,3,0,0,1085,583.68
0,0,3,0,0,3,1,3,1127,778.24
3,0,1,3,0,3,0,0,1140,757.76
0,1,0,3,0,3,0,3,1191,706.56
3,3,0,0,0,1,3,0,142,501.76
0,0,0,1,3,3,0,3,1500,593.92
3,0,0,3,0,0,3,1,1571,757.76
3,0,1,0,0,0,3,3,1595,788.48
0,3,3,1,3,0,0,0,1662,737.28
0,0,3,0,3,3,1,0,1664,931.84
3,0,1,3,0,3,0,0,1729,778.24
1,3,0,0,3,0,0,3,1811,788.48
3,1,0,3,0,0,0,3,1953,880.64
0,3,0,0,3,3,0,1,1978,634.88
3,1,3,0,0,3,0,0,1983,532.48
1,0,0,0,3,3,3,0,2008,1187.84
0,0,3,0,3,1,3,0,2097,819.2
3,0,0,0,3,1,0,3,2151,1136.64
0,0,0,3,1,0,3,3,2201,972.8
0,0,0,3,1,3,3,0,2282,1044.48
3,0,0,0,3,0,1,3,2324,911.36
0,0,0,0,3,3,3,1,2326,1064.96
0,3,0,3,0,3,1,0,2360,1003.52
3,1,0,0,3,0,3,0,2445,1228.8
3,0,0,3,3,1,0,0,2453,1105.92
0,0,3,1,0,0,3,3,2544,1064.96
1,0,0,3,0,3,3,0,2580,747.52
0,1,0,3,3,0,0,3,260,348.16
1,3,3,0,3,0,0,0,2745,1116.16
0,3,3,0,0,1,0,3,2770,931.84
1,3,0,3,0,0,0,3,2821,839.68
0,0,0,1,0,3,3,3,2849,1218.56
0,3,0,0,0,3,1,3,2950,1095.68
0,3,3,0,1,0,3,0,3105,1126.4
3,0,0,3,1,0,3,0,3274,1064.96
0,1,3,0,3,0,0,3,3294,962.56
0,0,1,3,0,3,3,0,3308,1095.68
3,0,0,1,0,3,3,0,3377,1126.4
0,3,0,0,3,3,1,0,3574,1208.32
0,3,1,0,0,3,3,0,3578,1331.2
3,1,0,0,3,3,0,0,3638,1423.36
3,3,0,0,3,0,1,0,3649,1054.72
3,0,0,3,1,3,0,0,3752,1320.96
0,0,3,1,3,0,3,0,3770,1587.2
0,1,0,0,3,0,3,3,3885,1576.96
3,0,3,0,1,3,0,0,3914,1382.4
3,0,3,0,0,0,1,3,3974,1454.08
0,0,3,0,3,3,1,0,3981,1464.32
3,1,0,0,0,3,3,0,3983,1597.44
0,3,0,0,0,3,1,3,3997,1546.24
0,0,0,1,3,3,0,3,4034,1290.24
1,3,3,0,0,0,3,0,4075,1443.84
0,1,3,0,3,0,0,3,407,276.48
3,0,0,0,3,1,0,3,436,593.92
3,3,3,0,0,0,1,0,525,655.36
0,0,0,0,3,1,3,3,59,419.84
0,0,3,1,0,3,0,3,629,491.52
0,0,0,3,3,3,0,1,740,563.2
0,0,3,1,0,0,3,3,770,327.68
0,1,0,3,0,3,3,0,7,440.32
3,0,3,3,0,0,0,1,851,901.12
3,1,0,3,0,0,0,3,873,348.16
3,0,3,1,3,0,0,0,874,593.92
0,0,0,3,3,1,0,3,899,819.2
0,1,3,0,0,3,0,3,971,686.08
0,0,3,1,3,0,3,0,989,634.88
2,0,1,3,0,3,0,0,1175,706.56
3,1,2,0,0,0,3,0,1277,860.16
0,1,0,3,0,2,0,3,1368,686.08
0,3,0,3,0,0,1,2,1462,890.88
0,3,0,2,1,0,0,3,1485,716.8
1,3,0,0,3,0,2,0,1490,1003.52
0,3,0,2,0,1,0,3,1562,1013.76
3,0,3,0,2,0,0,1,1576,829.44
1,3,0,0,0,2,3,0,1795,798.72
2,3,0,3,1,0,0,0,1875,993.28
0,0,0,0,1,2,3,3,1881,573.44
3,3,0,0,0,0,2,1,1914,686.08
0,3,3,0,1,2,0,0,1990,890.88
0,3,0,1,0,3,0,2,2065,1146.88
0,0,1,2,3,0,0,3,2112,952.32
0,0,3,0,2,3,0,1,2136,911.36
0,0,0,1,2,0,3,3,2271,778.24
3,1,0,0,2,0,3,0,2401,1085.44
1,3,3,0,0,0,2,0,2487,1280.0
0,0,0,1,3,2,3,0,2531,849.92
0,3,2,1,3,0,0,0,2620,1075.2
0,1,0,0,0,3,3,2,2694,1003.52
0,3,0,0,3,0,2,1,2737,942.08
3,0,1,0,2,0,0,3,289,532.48
3,1,3,0,0,2,0,0,2918,1146.88
0,0,3,1,0,3,2,0,3042,972.8
1,0,0,2,0,0,3,3,3071,1259.52
0,3,0,0,0,1,2,3,3244,1095.68
3,0,3,0,0,1,2,0,3262,1208.32
0,0,3,0,0,1,3,2,327,389.12
0,0,2,0,3,3,0,1,3283,1208.32
0,0,1,3,3,0,2,0,3295,1116.16
0,0,0,3,1,3,0,2,3327,1116.16
0,0,3,0,1,2,0,3,3434,1187.84
1,3,0,2,3,0,0,0,3532,1372.16
3,3,0,0,0,2,1,0,3611,1495.04
3,0,1,2,0,0,0,3,3645,1003.52
0,3,1,2,0,0,3,0,3746,1372.16
0,3,0,0,1,2,0,3,3768,1351.68
2,1,3,0,0,0,3,0,3791,1351.68
1,3,0,3,2,0,0,0,3809,1320.96
3,0,0,0,0,2,3,1,3867,1474.56
0,0,0,3,1,3,0,2,3924,1556.48
0,3,0,2,1,3,0,0,3989,1300.48
3,0,0,0,2,3,1,0,3993,1464.32
2,0,3,0,0,0,1,3,3999,1290.24
0,1,3,0,0,3,0,2,4012,1607.68
0,3,2,3,0,0,1,0,4026,1454.08
3,1,0,0,0,0,2,3,545,368.64
1,0,0,2,3,0,0,3,589,460.8
0,0,1,0,0,2,3,3,656,819.2
3,0,2,1,0,3,0,0,741,358.4
3,0,0,0,0,1,2,3,753,593.92
0,0,3,0,0,3,2,1,759,563.2
3,0,3,0,2,0,0,1,79,614.4
0,0,3,1,0,0,3,2,805,727.04
1,3,0,0,0,0,3,2,813,819.2
0,0,1,0,2,3,0,3,850,808.96
0,1,3,0,2,0,0,3,917,593.92
0,0,3,3,0,0,1,2,920,839.68
1,0,3,2,0,3,0,0,973,532.48
0,0,1,2,2,0,3,0,1076,675.84
3,0,2,0,1,0,0,2,1087,604.16
0,0,3,0,2,0,2,1,1120,522.24
2,3,0,0,2,0,0,1,1161,655.36
3,0,1,0,2,0,2,0,1257,573.44
0,0,0,3,1,2,0,2,143,440.32
0,2,2,1,0,3,0,0,1442,675.84
2,2,0,0,3,1,0,0,1461,942.08
2,0,1,3,2,0,0,0,1503,706.56
0,0,1,2,0,2,3,0,1514,655.36
2,0,3,1,0,0,0,2,1535,808.96
2,0,1,3,0,0,0,2,1638,583.68
0,0,0,1,3,2,0,2,1723,737.28
3,0,0,0,1,2,2,0,1732,880.64
0,0,0,3,2,0,2,1,1774,788.48
3,0,2,1,0,0,2,0,1853,716.8
0,2,1,0,3,2,0,0,1891,860.16
2,1,3,0,0,0,2,0,2096,972.8
0,0,3,2,0,0,2,1,2164,901.12
0,2,0,3,2,0,0,1,2308,1085.44
0,3,0,0,2,1,0,2,2493,1198.08
0,1,0,0,3,2,2,0,2570,1095.68
1,0,3,2,0,2,0,0,2833,1146.88
0,2,0,2,1,0,0,3,2886,1085.44
1,3,0,0,2,0,0,2,2940,1208.32
3,0,1,0,0,2,0,2,2957,1331.2
1,0,0,0,2,2,0,3,301,440.32
0,0,0,3,1,2,2,0,3181,1259.52
2,0,1,0,2,0,3,0,3247,1024.0
0,0,1,2,0,2,0,3,3294,1085.44
0,3,0,2,2,0,0,1,3341,1280.0
0,3,1,2,0,2,0,0,3476,1300.48
0,3,2,2,0,1,0,0,3517,1146.88
3,0,1,0,0,2,0,2,3550,1259.52
2,2,0,3,0,0,0,1,3569,1351.68
3,0,2,0,0,0,1,2,3585,1095.68
0,1,3,2,0,2,0,0,3593,1157.12
2,0,0,3,0,0,2,1,3722,1146.88
0,3,2,2,0,0,0,1,3779,1331.2
0,1,0,0,0,3,2,2,3946,1505.28
2,3,1,0,2,0,0,0,394,430.08
1,0,0,3,2,2,0,0,3952,1433.6
2,1,2,0,0,0,3,0,4020,1361.92
3,2,0,0,1,2,0,0,407,327.68
2,0,0,2,3,0,0,1,518,788.48
0,0,0,2,3,0,2,1,529,399.36
2,0,2,0,0,1,0,3,593,378.88
2,0,2,3,1,0,0,0,704,655.36
1,0,3,0,0,2,0,2,758,675.84
0,2,2,1,0,0,0,3,811,737.28
2,2,0,0,0,1,0,2,122,337.92
0,0,2,2,0,0,1,2,1275,849.92
2,0,0,0,2,1,2,0,1412,778.24
2,1,0,0,0,2,0,2,1426,552.96
