total_len,protocol,flags,ttl,src_port,dst_port,tcp_flags_2,tcp_flags_1,size,cpu,memory
3,2,3,2,1,2,3,0,1641,0.60,26.55
2,3,2,1,3,3,0,2,1732,0.40,26.78
2,1,2,2,0,3,3,3,1757,0.60,26.91
2,3,2,1,3,2,3,0,1951,0.60,26.75
3,0,2,2,1,3,3,2,1999,0.60,27.00
2,0,3,3,2,1,3,2,2065,0.50,27.02
1,3,0,3,2,2,2,3,214,0.60,26.34
2,3,3,3,2,0,2,1,2193,0.50,27.07
2,2,3,0,1,3,2,3,2207,0.40,26.92
2,0,1,3,2,3,2,3,2269,0.50,27.01
2,3,3,0,3,2,1,2,2282,0.60,27.11
2,3,3,1,3,2,2,0,2300,0.60,26.83
3,2,2,3,1,0,2,3,2367,0.40,26.75
2,3,3,3,0,2,1,2,2379,0.50,27.04
2,2,1,3,0,2,3,3,2521,0.40,27.15
3,2,1,3,3,2,0,2,2806,0.50,27.06
0,2,3,2,1,3,3,2,2857,0.50,27.10
1,0,3,3,2,2,2,3,2906,0.50,27.26
3,2,1,3,0,3,2,2,2907,0.60,27.26
0,3,1,3,2,2,3,2,30,0.50,26.60
0,3,2,2,3,1,3,2,3136,0.40,27.24
3,3,0,3,2,2,1,2,3195,0.60,27.13
3,2,3,0,1,2,2,3,319,0.50,26.37
1,3,3,2,0,2,3,2,3209,0.60,26.89
2,0,2,3,2,3,1,3,3216,0.40,27.06
3,2,3,1,3,2,0,2,3237,0.50,27.23
2,3,3,0,2,2,3,1,331,0.60,26.29
3,2,2,3,2,1,0,3,332,0.50,26.48
3,0,2,3,2,2,3,1,3353,0.50,27.61
3,0,1,2,2,2,3,3,3480,0.50,27.43
2,3,2,2,0,3,1,3,3513,0.60,27.26
3,3,3,2,1,2,0,2,3554,0.40,27.55
3,1,2,3,0,2,2,3,3578,0.60,27.27
2,1,0,2,3,2,3,3,3594,0.50,27.41
3,2,1,2,3,0,2,3,3696,0.50,27.30
3,2,2,3,3,2,1,0,3780,0.40,27.26
0,3,2,3,2,3,2,1,3783,0.50,27.30
0,2,3,2,2,3,1,3,3801,0.60,27.34
2,1,2,3,3,0,3,2,385,0.50,26.28
3,1,2,2,3,3,0,2,3889,0.40,27.30
3,2,0,1,3,3,2,2,3910,0.70,27.34
3,2,0,3,2,1,3,2,3927,0.50,27.13
3,2,2,1,3,2,3,0,4066,0.70,27.54
0,3,2,2,2,1,3,3,4077,0.60,27.51
1,3,0,2,2,3,2,3,430,0.40,26.83
3,3,3,2,2,0,2,1,532,0.50,26.66
2,2,3,2,3,3,0,1,565,0.40,26.47
2,2,0,3,1,3,2,3,701,0.50,26.59
3,2,3,3,0,1,2,2,797,0.60,26.73
0,3,2,2,2,3,3,1,986,0.50,26.92
2,3,0,2,1,3,3,2,997,0.60,26.86
2,2,2,3,2,3,0,1,1059,0.50,26.53
3,0,2,1,2,2,3,2,1084,0.50,26.75
3,2,3,0,2,2,1,2,1177,0.50,26.62
3,2,1,0,2,2,3,2,1308,0.50,26.75
3,2,2,2,1,2,3,0,1417,0.60,26.88
2,2,3,3,1,0,2,2,14,0.50,26.21
2,0,3,3,1,2,2,2,1612,0.50,26.74
3,3,1,0,2,2,2,2,1692,0.40,26.84
1,3,2,2,2,2,3,0,1764,0.50,26.60
3,1,2,3,2,0,2,2,1890,0.60,26.83
1,2,2,2,2,0,3,3,189,0.50,26.32
0,3,1,3,2,2,2,2,1917,0.60,26.93
0,3,1,2,2,3,2,2,2132,0.60,26.77
1,3,2,2,2,2,0,3,2194,0.50,26.65
3,2,2,2,3,1,0,2,2265,0.60,26.98
3,0,2,1,2,3,2,2,2305,0.50,26.86
2,2,0,1,2,2,3,3,2319,0.60,27.00
2,1,3,0,2,2,2,3,2330,0.50,26.98
3,2,2,3,2,1,2,0,2551,0.50,27.00
0,2,1,2,3,3,2,2,2743,0.50,27.16
2,3,3,2,2,1,0,2,2914,0.40,27.02
3,2,2,2,1,2,0,3,2958,0.30,27.14
3,2,3,2,1,0,2,2,2964,0.50,27.04
3,1,2,2,3,0,2,2,3013,0.80,27.27
2,3,0,2,1,2,2,3,302,0.70,26.23
2,2,3,2,2,0,1,3,3042,0.40,27.06
3,0,2,2,2,2,1,3,3061,0.40,27.01
2,2,2,3,1,3,2,0,3118,0.60,26.98
2,1,0,3,2,2,2,3,3185,0.60,27.20
0,2,3,2,2,3,1,2,3268,0.40,27.02
3,2,1,2,0,3,2,2,331,0.50,26.26
2,3,2,2,0,1,3,2,3338,0.60,27.11
3,2,3,2,1,2,2,0,3500,0.60,27.39
3,2,2,0,3,2,2,1,3562,0.60,27.25
2,1,3,3,2,0,2,2,3677,0.60,27.20
3,0,2,1,2,2,3,2,3686,0.40,27.38
3,2,2,3,0,2,1,2,3703,0.30,27.49
2,0,3,1,2,3,2,2,37,0.50,26.39
0,2,2,3,2,3,1,2,3888,0.50,27.20
2,3,3,0,2,1,2,2,3893,0.40,27.39
0,3,1,2,2,2,3,2,3924,0.40,27.35
2,1,0,2,3,2,3,2,4083,0.50,27.59
2,2,3,0,2,1,3,2,430,0.50,26.47
1,2,0,2,2,2,3,3,542,0.50,26.47
2,3,2,2,3,2,0,1,594,0.50,26.46
2,1,3,0,3,2,2,2,686,0.60,26.52
2,3,0,2,1,3,2,2,710,0.50,26.52
0,1,2,3,2,3,2,2,858,0.50,26.46
2,3,2,0,3,1,2,2,859,0.40,26.59
2,3,2,2,3,1,2,0,910,0.40,26.68
2,2,2,2,1,0,3,2,1060,0.50,26.63
0,1,2,2,2,3,2,2,1072,0.40,26.93
2,2,1,2,2,3,0,2,1126,0.60,26.42
2,0,2,3,1,2,2,2,1211,0.40,26.48
1,0,2,3,2,2,2,2,1272,0.50,26.75
0,1,2,2,2,2,3,2,1545,0.60,26.62
0,3,2,2,2,2,1,2,1629,0.50,26.88
2,2,2,2,0,3,2,1,1632,0.60,26.90
1,2,0,2,2,2,2,3,1741,0.40,26.92
3,2,0,2,1,2,2,2,1742,0.60,26.68
3,2,1,2,2,0,2,2,1773,0.50,26.62
2,3,2,2,2,2,0,1,177,0.40,26.49
3,0,2,1,2,2,2,2,1974,0.60,26.96
2,2,2,3,2,0,1,2,207,0.50,26.03
1,0,2,2,2,2,2,3,2138,0.50,26.94
0,2,1,3,2,2,2,2,2390,0.50,27.14
3,2,1,2,2,0,2,2,2428,0.80,26.91
0,2,2,2,2,2,3,1,2468,0.50,27.11
2,2,2,0,3,2,1,2,2552,0.60,27.00
1,2,2,3,2,0,2,2,2749,0.60,26.94
2,2,2,2,1,2,3,0,2964,0.40,27.20
2,2,1,2,0,2,2,3,3027,0.40,27.12
2,3,2,2,2,1,2,0,3038,0.50,27.35
1,2,2,3,2,2,2,0,3045,0.50,27.30
2,1,3,2,2,2,2,0,3076,0.50,27.35
2,2,2,2,2,1,0,3,3115,0.40,27.09
2,0,2,2,2,2,1,3,3122,0.40,27.20
2,0,1,2,2,2,3,2,3184,0.40,27.22
3,0,2,1,2,2,2,2,3219,0.50,27.32
2,2,2,3,0,1,2,2,3555,0.50,27.25
1,2,0,2,2,2,3,2,3610,0.60,27.29
2,2,2,3,0,1,2,2,3642,0.40,27.18
1,2,3,2,2,2,2,0,3878,0.40,27.32
3,2,2,2,2,2,0,1,3883,0.50,27.25
1,0,3,2,2,2,2,2,4017,0.50,27.05
2,3,2,0,1,2,2,2,4070,0.50,27.33
2,2,2,3,2,2,0,1,4075,0.50,27.41
2,2,3,1,2,0,2,2,539,0.40,26.42
2,2,3,2,0,2,2,1,594,0.40,26.50
2,2,0,3,2,2,1,2,686,0.40,26.69
2,2,2,1,0,2,3,2,732,0.40,26.69
2,3,1,2,2,2,0,2,813,0.40,26.64
2,2,1,2,2,2,0,3,892,0.50,26.71
2,2,2,2,0,2,2,1,1014,0.60,26.59
2,2,0,2,2,1,2,2,1099,0.50,26.77
1,2,0,2,2,2,2,2,1106,0.50,26.74
1,2,2,0,2,2,2,2,1295,0.50,26.63
2,2,0,1,2,2,2,2,1367,0.40,26.88
2,2,2,2,1,0,2,2,152,0.60,26.42
1,2,2,2,2,2,2,0,1579,0.50,26.81
2,2,2,2,1,0,2,2,176,0.50,26.63
2,2,2,2,1,2,0,2,2002,0.60,26.89
2,2,2,2,2,1,2,0,2069,0.50,26.84
2,2,2,2,2,0,2,1,2120,0.60,26.82
2,2,2,1,2,2,0,2,2131,0.50,27.01
2,1,0,2,2,2,2,2,2166,0.50,26.87
1,2,2,0,2,2,2,2,2272,0.40,26.70
2,1,2,2,2,0,2,2,2274,0.60,26.74
2,2,2,2,0,2,2,1,2382,0.50,26.79
2,1,2,0,2,2,2,2,2562,0.40,26.84
2,2,2,2,2,1,0,2,2645,0.50,27.09
2,2,2,0,1,2,2,2,2651,0.50,26.91
2,2,2,2,2,2,1,0,2901,0.40,27.07
2,2,1,0,2,2,2,2,2903,0.30,27.18
0,2,2,2,2,2,1,2,2936,0.50,27.08
2,2,2,2,1,2,2,0,325,0.40,26.36
1,2,2,2,0,2,2,2,3260,0.50,26.95
2,0,2,2,2,2,2,1,3361,0.50,27.29
2,2,2,1,0,2,2,2,3536,0.40,27.02
2,0,2,2,2,1,2,2,3599,0.50,27.31
1,2,2,2,0,2,2,2,3681,0.50,27.00
2,2,0,1,2,2,2,2,3697,0.50,26.98
2,2,2,2,1,0,2,2,3764,0.50,27.36
0,1,2,2,2,2,2,2,3771,0.50,27.09
2,0,2,1,2,2,2,2,3772,0.40,27.29
1,2,0,2,2,2,2,2,3774,0.50,27.28
2,1,0,2,2,2,2,2,3868,0.50,27.56
2,2,2,1,2,0,2,2,4041,0.60,27.37
2,0,2,1,2,2,2,2,4050,0.60,27.29
0,2,2,2,2,1,2,2,522,0.50,26.43
2,2,2,2,0,2,2,1,564,0.60,26.79
2,1,2,2,2,0,2,2,685,0.50,26.50
2,2,2,2,1,0,2,2,762,0.50,26.53
1,2,2,2,2,0,2,2,809,0.60,26.35
2,2,2,2,1,2,2,0,993,0.60,26.79
2,2,2,2,1,2,0,2,9,0.70,26.55
2,2,0,3,2,3,0,3,1012,0.60,26.70
0,2,0,2,2,3,3,3,1027,0.40,26.54
3,3,2,0,0,3,2,2,105,0.60,26.53
2,0,3,2,0,3,2,3,1189,0.50,26.48
0,2,2,0,3,3,3,2,1196,0.50,26.77
3,3,2,0,3,0,2,2,1284,0.40,26.81
3,2,0,3,0,3,2,2,1292,0.60,26.81
3,2,3,0,2,0,2,3,1397,0.60,26.82
0,2,0,2,3,3,3,2,1572,0.50,26.75
0,2,3,3,0,2,2,3,165,0.50,26.28
0,2,3,0,3,2,2,3,1747,0.60,26.78
2,2,0,3,2,0,3,3,1768,0.50,26.50
0,3,2,0,3,2,2,3,1832,0.50,27.02
2,3,3,2,0,2,3,0,1888,0.40,27.02
3,3,2,2,3,2,0,0,1996,0.50,27.18
0,3,2,3,2,0,2,3,2042,0.40,26.97
3,2,3,3,2,0,0,2,2110,0.40,26.79
3,2,0,0,3,2,2,3,2171,0.60,27.00
2,0,2,3,0,3,3,2,2232,0.50,26.80
2,3,3,2,3,0,2,0,2280,0.50,27.21
3,0,2,2,3,3,0,2,2284,0.50,26.88
3,2,3,0,3,2,2,0,2352,0.50,26.69
3,0,2,2,0,2,3,3,2417,0.40,27.00
3,2,2,3,0,3,2,0,2525,0.50,26.98
0,3,2,3,2,2,3,0,2580,0.50,27.10
3,0,3,0,2,2,3,2,2664,0.60,27.10
2,2,3,3,3,0,0,2,2683,0.40,27.27
3,2,2,0,2,3,0,3,2774,0.50,27.26
3,2,3,0,0,3,2,2,2794,0.50,26.79
3,0,2,2,0,3,3,2,2842,0.50,27.25
0,2,2,3,3,0,3,2,2964,0.40,27.17
3,2,3,0,3,2,0,2,2993,0.60,27.07
0,2,0,2,3,2,3,3,301,0.70,26.37
2,0,3,3,0,3,2,2,3027,0.50,27.20
3,2,0,2,3,2,0,3,3180,0.50,27.14
2,3,2,0,2,3,3,0,3352,0.50,27.13
3,3,3,2,0,2,2,0,3391,0.60,27.29
3,2,2,0,3,3,0,2,3506,0.50,27.13
3,0,3,2,0,2,2,3,3586,0.50,27.37
0,3,0,2,3,2,3,2,3708,0.40,27.13
3,2,2,2,3,0,0,3,3764,0.60,27.19
3,0,2,3,2,0,3,2,4069,0.50,27.38
3,2,0,2,3,3,2,0,4092,0.50,27.50
2,0,0,3,3,2,3,2,582,0.50,26.30
3,2,3,0,3,2,2,0,613,0.50,26.46
2,3,2,2,3,0,0,3,635,0.60,26.84
2,0,2,3,2,0,3,3,636,0.60,26.59
3,0,3,2,0,3,2,2,849,0.50,26.57
3,2,3,2,2,0,0,3,874,0.50,26.40
3,2,2,3,2,3,0,0,87,0.60,26.23
0,2,3,2,0,3,3,2,956,0.50,26.62
0,3,2,0,2,2,3,3,957,0.60,26.64
2,3,2,3,0,2,3,0,967,0.50,26.38
0,3,2,3,0,2,2,2,1059,0.50,26.69
3,2,2,0,0,2,3,2,1065,0.50,26.80
3,2,0,2,0,2,3,2,1069,0.50,26.91
2,0,2,3,3,2,0,2,1148,0.40,26.57
2,2,3,0,3,2,2,0,1150,0.40,26.74
0,3,0,2,2,2,2,3,1188,0.40,26.71
3,2,0,2,0,3,2,2,1205,0.40,26.80
3,2,2,0,3,2,2,0,1290,0.60,26.67
2,0,2,2,0,2,3,3,1311,0.50,26.44
0,3,2,2,2,3,0,2,1355,0.50,26.80
0,3,2,2,0,2,2,3,1423,0.50,26.60
3,2,0,2,2,0,2,3,1469,0.50,26.91
3,2,0,3,2,0,2,2,1485,0.50,26.77
2,2,0,2,3,0,3,2,1487,0.60,26.83
0,2,2,2,2,3,3,0,160,0.60,26.28
0,2,2,3,3,2,0,2,1852,0.50,26.70
2,0,3,0,3,2,2,2,1865,0.50,26.68
2,2,3,0,2,2,3,0,2062,0.50,26.71
2,2,0,3,0,2,3,2,2138,0.50,26.86
0,2,3,3,2,2,2,0,2151,0.50,26.93
0,2,2,3,2,0,3,2,2157,0.50,27.04
3,2,2,0,0,2,2,3,2282,0.50,27.06
0,2,2,2,3,2,3,0,2492,0.50,26.86
3,0,3,2,0,2,2,2,2558,0.50,26.99
0,3,2,3,2,0,2,2,2571,0.50,26.84
2,0,2,3,3,2,2,0,2638,0.50,27.09
2,0,0,3,2,2,3,2,2642,0.50,27.09
0,3,0,3,2,2,2,2,2651,0.50,26.99
0,2,2,3,2,3,2,0,2888,0.50,27.03
2,0,2,3,0,3,2,2,2891,0.50,27.17
3,2,2,2,0,0,3,2,2985,0.60,27.25
2,3,0,2,3,2,2,0,3266,0.60,27.07
0,2,2,2,3,3,2,0,3422,0.50,27.17
2,2,0,2,0,2,3,3,3591,0.50,26.99
2,2,0,2,2,3,3,0,3642,0.40,27.13
2,0,2,3,3,2,2,0,3703,0.60,27.09
0,2,2,3,3,2,2,0,3737,0.40,27.39
0,3,3,2,0,2,2,2,3743,0.70,27.41
2,3,2,2,0,0,3,2,3785,0.60,27.20
2,2,3,2,3,2,0,0,3899,0.60,27.19
0,2,3,0,2,2,2,3,467,0.50,26.55
2,2,3,0,2,3,0,2,476,0.40,26.33
2,3,3,2,0,2,0,2,486,0.40,26.51
2,0,0,3,3,2,2,2,715,0.40,26.65
2,0,2,3,2,3,2,0,75,0.50,26.57
2,0,3,2,3,2,0,2,850,0.40,26.73
2,0,2,0,3,2,3,2,874,0.50,26.54
3,2,0,2,2,2,3,0,917,0.60,26.65
3,0,2,3,0,2,2,2,992,0.50,26.34
2,0,2,2,3,2,0,3,999,0.50,26.52
2,2,0,2,2,2,0,3,1066,0.50,26.47
0,3,2,0,2,2,2,2,1146,0.40,26.64
0,2,0,2,2,2,2,3,1154,0.40,26.62
2,0,3,0,2,2,2,2,1212,0.50,26.79
2,2,2,2,3,0,0,2,1362,0.50,26.62
2,3,2,2,0,2,2,0,1391,0.60,26.73
2,3,2,2,0,2,2,0,1411,0.50,26.45
0,0,2,2,2,2,2,3,1438,0.60,26.75
2,2,2,2,2,0,3,0,1439,0.40,26.57
3,0,2,2,0,2,2,2,1514,0.50,26.62
2,2,3,0,0,2,2,2,1542,0.60,26.74
2,0,2,2,0,2,2,3,1601,0.50,26.81
2,2,2,0,0,3,2,2,1647,0.40,26.61
3,2,2,2,2,0,2,0,2040,0.50,27.01
2,0,3,2,2,2,2,0,2084,0.50,27.07
3,2,2,2,0,2,2,0,2085,0.40,26.73
0,2,0,3,2,2,2,2,2097,0.50,27.00
2,0,2,0,2,2,2,3,2100,0.50,26.89
2,2,3,0,2,0,2,2,2116,0.40,26.86
3,2,2,0,0,2,2,2,2216,0.50,26.75
0,2,2,3,0,2,2,2,2230,0.40,26.53
0,2,2,3,0,2,2,2,2277,0.70,27.13
0,2,2,0,2,2,3,2,2285,0.40,26.75
2,2,0,2,2,2,0,3,231,0.60,26.25
3,0,2,2,2,0,2,2,2330,0.70,26.99
3,2,2,2,0,2,2,0,2542,0.50,26.89
0,2,2,2,3,2,2,0,2583,0.60,27.06
2,2,3,0,2,0,2,2,2818,0.60,27.23
3,2,2,2,0,0,2,2,3178,0.60,27.18
2,3,2,2,0,0,2,2,3284,0.50,27.03
0,2,2,2,2,3,0,2,3344,0.60,27.23
2,2,2,0,2,3,2,0,3361,0.60,27.09
0,2,3,2,2,2,0,2,3626,0.70,27.29
2,0,3,0,2,2,2,2,3636,0.50,27.27
2,0,2,0,3,2,2,2,3670,0.50,27.35
2,2,0,3,2,2,2,0,3909,0.60,27.12
0,3,2,0,2,2,2,2,441,0.50,26.41
0,2,2,0,2,3,2,2,587,0.40,26.57
2,2,0,3,0,2,2,2,668,0.50,26.50
2,2,0,2,2,2,0,3,784,0.50,26.63
2,2,0,0,2,2,2,2,1174,0.60,26.38
2,2,0,0,2,2,2,2,1277,0.60,26.80
0,2,2,2,0,2,2,2,1348,0.60,26.71
2,2,2,0,2,2,2,0,1441,0.60,26.71
2,2,2,2,2,2,0,0,1473,0.50,26.57
2,2,0,2,2,2,2,0,1544,0.50,26.59
2,0,0,2,2,2,2,2,1629,0.60,26.91
2,0,2,2,2,2,0,2,1828,0.60,26.75
0,2,2,2,2,0,2,2,1905,0.50,26.67
2,2,0,2,0,2,2,2,190,0.50,26.61
2,2,0,2,0,2,2,2,196,0.50,26.13
2,2,0,2,2,2,0,2,1971,0.50,26.65
2,2,2,2,2,0,0,2,1977,0.50,27.02
0,2,2,2,2,2,2,0,2136,0.60,27.00
2,0,2,0,2,2,2,2,2205,0.50,27.20
2,0,2,2,0,2,2,2,2216,0.40,26.66
2,2,0,2,2,2,0,2,2423,0.40,27.16
2,2,2,2,2,2,0,0,2541,0.50,27.12
0,2,0,2,2,2,2,2,2676,0.50,27.00
2,2,0,2,0,2,2,2,2677,0.50,26.89
2,2,0,2,0,2,2,2,2740,0.50,27.13
2,2,2,2,0,2,2,0,2746,0.50,26.73
2,2,0,2,0,2,2,2,2759,0.50,26.97
0,2,2,2,2,0,2,2,2806,0.50,26.95
0,0,2,2,2,2,2,2,284,0.40,26.24
2,0,2,2,0,2,2,2,2943,0.60,27.11
0,2,2,0,2,2,2,2,2961,0.60,27.02
2,2,2,0,2,2,0,2,308,0.50,26.57
2,0,2,2,2,0,2,2,3258,0.50,27.16
2,0,2,2,2,0,2,2,3303,0.60,27.31
2,2,2,2,2,2,0,0,3341,0.50,26.96
2,2,2,2,0,2,0,2,337,0.60,26.40
2,2,2,2,2,0,0,2,3512,0.50,27.25
0,2,2,2,2,2,0,2,3515,0.40,27.12
2,0,2,2,2,2,2,0,3523,0.50,27.38
0,0,2,2,2,2,2,2,3632,0.40,27.25
2,2,0,2,0,2,2,2,3702,0.50,27.25
2,2,0,2,0,2,2,2,3710,0.40,27.08
0,2,2,2,2,2,0,2,3724,0.60,27.39
2,2,2,2,0,2,2,0,378,0.50,26.41
2,2,2,2,2,0,0,2,3869,0.50,27.32
2,2,2,0,2,2,0,2,3903,0.40,27.03
0,2,2,2,2,2,2,0,525,0.60,26.33
2,2,2,2,2,0,0,2,772,0.50,26.34
0,2,0,2,2,2,2,2,830,0.60,26.59
0,2,2,2,0,2,2,2,963,0.50,26.62
3,2,3,0,2,0,1,3,1071,0.40,26.55
3,3,3,0,2,2,0,1,1139,0.40,26.55
0,2,0,3,2,3,3,1,1189,0.40,26.51
2,3,1,3,0,3,2,0,1227,0.40,26.71
1,0,2,3,3,0,2,3,1254,0.50,26.71
3,3,0,2,1,0,3,2,1290,0.50,26.79
3,0,3,0,3,2,1,2,1340,0.50,26.66
1,3,3,0,2,2,3,0,1406,0.40,26.76
2,1,3,3,3,0,2,0,1446,0.50,26.88
3,1,2,3,0,2,0,3,1527,0.40,26.73
2,3,3,3,2,0,1,0,1600,0.40,26.57
3,2,1,3,0,2,0,3,1609,0.50,26.94
0,2,0,3,3,3,1,2,1664,0.50,26.77
2,0,1,3,0,3,3,2,1693,0.50,26.71
3,3,1,0,2,3,0,2,1696,0.50,26.77
3,2,2,0,3,3,0,1,1820,0.60,26.99
3,0,3,2,3,1,0,2,1859,0.40,26.68
0,2,1,3,2,3,3,0,1913,0.40,26.76
2,3,3,2,0,3,1,0,2087,0.50,27.08
0,2,3,2,3,0,3,1,2102,0.50,26.71
1,0,2,3,3,0,2,3,2106,0.60,27.00
0,2,1,3,0,3,3,2,2384,0.60,27.03
1,0,2,3,3,0,2,3,2405,0.60,26.72
2,0,1,0,2,3,3,3,2496,0.50,27.03
0,3,2,3,2,3,1,0,24,0.60,26.34
3,0,2,1,2,3,3,0,2658,0.50,27.16
3,2,2,1,0,3,0,3,2718,0.50,27.06
2,3,2,1,0,3,3,0,2767,0.40,27.00
0,3,2,2,3,1,3,0,277,0.60,26.20
0,1,2,3,2,0,3,3,2986,0.50,27.27
0,3,1,2,3,2,0,3,300,0.40,26.44
2,0,3,3,0,2,3,1,3011,0.50,27.02
3,1,3,0,0,2,2,3,3114,0.50,27.00
3,1,2,3,2,3,0,0,3133,0.40,27.14
3,3,2,0,2,0,1,3,3140,0.40,26.87
0,3,0,3,3,2,1,2,3181,0.60,27.23
2,2,3,0,3,0,1,3,3363,0.50,27.11
3,0,3,1,2,3,0,2,3368,0.50,27.30
1,3,0,3,2,0,2,3,3434,0.40,27.35
0,1,2,3,2,3,0,3,3463,0.60,27.14
2,1,3,3,0,2,0,3,3481,0.50,27.19
0,3,0,2,2,1,3,3,3489,0.40,27.18
3,1,2,2,3,0,0,3,3535,0.60,27.32
3,0,1,0,3,2,2,3,3615,0.60,27.45
3,3,1,0,0,2,3,2,3803,0.50,27.40
2,0,3,1,3,2,3,0,3812,0.50,27.32
2,3,1,0,3,3,2,0,3930,0.50,27.53
3,0,1,3,2,0,2,3,3936,0.50,27.43
2,1,3,2,0,3,3,0,3948,0.50,27.16
2,1,0,3,2,0,3,3,3957,0.50,27.20
1,3,0,0,3,2,3,2,3961,0.50,27.44
2,3,0,3,2,1,0,3,3962,0.60,27.22
3,3,0,3,0,2,1,2,3993,0.50,27.17
0,2,0,2,1,3,3,3,433,0.50,26.57
3,3,0,2,0,3,2,1,609,0.50,26.53
3,2,0,3,3,0,2,1,712,0.50,26.59
0,3,0,2,1,3,2,3,762,0.50,26.57
3,0,3,1,2,2,0,3,867,0.40,26.51
2,3,2,0,3,0,1,3,879,0.50,26.46
3,3,2,2,3,0,1,0,87,0.50,26.39
3,2,3,2,2,0,0,1,1023,0.40,26.48
3,0,2,3,2,1,2,0,105,0.50,26.51
1,0,2,3,2,2,0,3,1073,0.40,26.86
1,3,2,0,0,2,2,3,1137,0.50,26.68
0,2,1,3,2,0,3,2,1152,0.50,26.60
0,3,1,2,2,0,3,2,1170,0.50,26.64
0,0,2,1,3,2,2,3,1243,0.50,26.59
0,2,3,2,1,3,0,2,1387,0.50,26.87
3,2,0,3,0,2,2,1,1388,0.50,26.75
3,0,0,1,2,2,2,3,1500,0.50,26.69
0,3,0,2,2,3,1,2,1568,0.60,26.83
3,2,0,0,1,2,3,2,1599,0.60,26.79
2,3,0,0,2,1,3,2,1658,0.60,26.90
0,3,2,3,0,1,2,2,1674,0.40,26.62
2,2,3,3,0,1,2,0,1753,0.50,26.76
2,0,2,0,1,3,2,3,1812,0.60,26.80
2,0,2,3,2,0,1,3,1898,0.50,26.75
1,0,0,3,3,2,2,2,1961,0.50,26.97
2,3,3,1,2,2,0,0,1973,0.50,26.74
0,2,2,1,0,3,3,2,2311,0.60,26.68
1,2,0,2,3,2,0,3,2334,0.70,27.05
2,2,3,0,0,3,2,1,2384,0.50,26.79
3,0,2,2,1,2,0,3,2574,0.60,27.11
0,1,0,3,2,3,2,2,257,0.60,26.53
3,2,2,3,0,0,2,1,2671,0.50,27.06
2,0,3,0,2,3,2,1,2672,0.50,27.18
3,2,0,1,2,3,0,2,2694,0.60,26.86
2,3,2,0,0,3,1,2,2729,0.50,27.17
3,0,0,3,2,2,2,1,3048,0.50,27.25
2,0,0,2,3,1,2,3,3125,0.50,27.07
2,2,1,3,0,2,3,0,3334,0.50,27.31
2,3,1,2,3,0,2,0,339,0.40,26.52
1,0,2,3,3,2,2,0,3407,0.50,27.37
3,2,3,2,0,2,0,1,3506,0.50,27.23
2,0,2,2,3,3,0,1,3677,0.50,27.02
0,1,2,2,2,3,0,3,368,0.50,26.55
1,0,3,0,2,2,3,2,3787,0.60,27.43
0,3,1,2,3,2,0,2,3947,0.60,27.51
0,1,2,0,2,2,3,3,3963,0.60,27.41
2,2,3,0,1,3,0,2,4008,0.50,27.27
3,2,3,2,0,2,1,0,4027,0.40,27.48
2,0,3,2,2,3,0,1,509,0.50,26.24
0,0,1,2,2,2,3,3,696,0.40,26.48
3,2,0,2,2,1,0,3,71,0.50,26.46
0,2,3,2,2,0,3,1,724,0.40,26.68
0,3,2,2,1,0,2,3,781,0.50,26.59
3,0,2,2,2,0,3,1,795,0.60,26.68
2,0,2,1,2,2,0,3,1041,0.50,26.61
0,2,2,2,0,3,2,1,1062,0.50,26.56
2,2,1,3,0,2,2,0,1079,0.50,26.67
2,3,2,0,2,0,2,1,1101,0.60,26.45
3,2,2,2,0,0,2,1,1172,0.50,26.82
2,2,0,2,1,2,3,0,118,0.50,26.53
0,3,2,0,1,2,2,2,1193,0.60,26.57
1,2,3,2,2,0,0,2,1268,0.50,26.69
3,2,2,1,0,2,2,0,1481,0.50,26.90
2,1,2,2,2,0,0,3,1482,0.40,26.96
1,2,2,3,0,2,2,0,1602,0.50,26.65
2,0,2,0,2,1,2,3,163,0.50,26.36
2,1,0,2,2,0,3,2,1849,0.60,26.84
2,0,3,1,0,2,2,2,188,0.40,26.44
0,1,2,0,3,2,2,2,1907,0.60,26.99
2,0,0,2,3,2,2,1,2039,0.50,27.04
0,1,2,2,3,2,0,2,2095,0.50,26.66
2,3,2,0,2,0,2,1,2151,0.50,26.81
2,2,2,3,0,1,0,2,2189,0.60,26.94
0,2,2,1,0,2,2,3,2308,0.60,27.06
1,2,0,3,2,2,2,0,2423,0.40,26.86
0,3,2,2,0,1,2,2,2436,0.60,26.85
2,0,3,2,2,2,1,0,2496,0.50,27.07
3,0,2,2,0,2,2,1,2610,0.40,27.02
2,3,2,2,0,0,2,1,2650,0.50,26.96
1,2,0,2,2,2,0,3,2681,0.50,26.82
2,2,0,2,3,1,0,2,2724,0.40,26.87
3,2,0,2,1,2,2,0,2802,0.30,27.15
0,2,3,2,0,2,2,1,2848,0.40,26.97
2,2,1,2,2,3,0,0,2895,0.40,26.97
2,1,0,2,0,2,3,2,3012,0.50,27.09
0,2,3,2,2,2,0,1,3118,0.60,27.36
2,0,3,1,0,2,2,2,3122,0.60,27.42
1,2,2,2,0,0,3,2,3164,0.60,26.99
0,3,2,1,0,2,2,2,316,0.60,26.50
0,3,1,2,2,0,2,2,3377,0.40,27.34
0,2,3,2,2,1,2,0,3686,0.50,27.08
